sigma_T5,sigma_T10,sigma_T15,sigma_T20,sigma_T25,sigma_T30,sigma_T35,sigma_T40,sigma_T45,sigma_T50
0.0032347835,0.0698908525,0.3936776948,0.4154537875,0.2576956526,-0.1885769954,0.1436896829,-0.0049483301,-0.2202404024,-0.6149726516
-0.3382844880,-0.1089277083,0.0592670670,0.4750395337,2.1000212207,0.1335910959,-0.2521241509,0.0223595827,-0.6560519898,2.1689419450
-0.1169625176,1.3393896446,2.5753897391,2.1274732460,0.1409374323,2.8983415947,0.4161818174,0.5617049842,-1.5974931684,-0.0256247271
1.1939533779,0.0372393321,-0.7048128651,-0.4041549174,-1.0208577440,4.4099866370,1.5453413856,-0.0468385428,1.0767753470,0.4215158827
1.2857051994,-0.3232409064,1.9427222758,0.3947861825,2.7036949012,0.1386560269,3.1765982909,0.7373621104,-0.0025001665,4.3807876696
-0.0271058044,2.3988424980,2.1348231909,0.0729327459,-0.0113207651,-0.3633725500,-0.2595864092,2.4288873080,0.0088864489,1.2842276917
0.3830092258,0.1641953706,0.6444118517,-0.0294577996,2.9001007466,-0.0156629169,0.3502123491,1.1226446662,3.2374488111,1.3520354339
-0.0457531982,0.7109771159,0.5057131121,-0.4152934575,0.0725796813,-0.7044049907,-0.7604894663,2.5485149193,1.7480808979,-1.0203814241
0.0385789147,-0.7656736349,1.4969359446,-0.5204234989,0.0679505440,-1.2632932174,-0.5564844740,1.0940216224,0.5479256522,-0.1066109295
-0.0923472613,0.5148235550,-0.2449985072,-0.5011730289,0.4563441337,-0.2256635984,2.2892279212,0.5555431132,-1.7968721957,-0.1422528821
-0.3267505499,-0.8926442683,-0.0461511250,0.1221177836,-0.1245806913,2.5661137496,-0.2080301310,-2.0715130524,0.7169795392,0.8776493011
-0.3607124576,-0.0368094609,-0.2327931168,-0.1691232921,0.0284850735,1.9615968461,0.3922136335,0.0128996852,-0.6047565563,0.3380310139
0.7965689798,-1.2141648082,-0.0266487324,3.2614480405,-0.0060129353,0.1265523075,1.0966151480,-0.0046188697,1.1652916299,0.3153061264
0.0077897628,-0.1925868926,-0.0111697059,-0.3884180316,0.0535076749,4.4630188396,7.4904017662,0.8843331157,0.8541385987,0.7312540523
1.2958415901,1.4582945967,-0.8509761684,0.2910078370,0.0865069480,0.9866474351,1.4541533834,0.7602719713,1.4762166557,8.6015368659
0.7204355695,-0.2714279144,0.2798392809,-0.0937044191,3.7055763700,1.9058061923,2.1354236968,2.5701108430,0.0617680767,-0.3964576896
0.8438933374,1.4954573095,3.0520075155,0.4758402030,-0.2056232129,-0.0503897329,-0.3041384792,-0.3723552630,1.1801925147,-1.2791594755
-0.2885839959,1.1008410938,-0.3224067872,1.5402111214,1.6176565204,-1.2274712050,1.4027607065,9.8772763629,0.0604341144,0.3655740487
-0.0751628881,-0.1088405714,-0.1917086500,1.6728924898,0.1630406009,1.3803625637,0.0183213949,1.5372231343,-0.0042153950,0.1626349325
-0.0393929237,1.7132212000,1.9680713833,1.5471370532,1.2801612426,-0.4199321495,0.0182025591,-0.7895040018,0.5167260658,0.2527712211
-0.1109097823,0.4597528970,-1.1682791243,1.6614512661,0.4774164463,-0.7934894536,0.3671139055,-0.4008254743,-0.2791547583,0.0930549224
0.4352149804,1.3480867972,0.6681878955,0.0559179772,0.6582422496,-0.0499415799,2.5971786443,6.8010876225,0.1075009328,0.1053876646
0.0023068353,0.2889192478,0.3834501611,0.5196153138,1.3501143195,0.1632996256,0.4826724604,-0.6403643101,0.2805575376,-0.7222084385
0.1099650210,0.3201272852,3.1559226766,-0.1285438950,-2.5627026434,-0.1848051581,-0.0579683654,0.2602550450,-1.0581345965,3.6019655663
-0.0304872432,0.1124083939,1.2680209503,-0.0401892514,-0.3215770788,0.1942431761,0.7872555567,-0.0299472624,-0.2544299393,3.4033644600
0.1837932381,-1.3940041008,1.1659547779,-0.0572746741,0.8789216533,0.2035285863,0.0201524759,0.6781627259,1.0852633404,0.1151781136
-0.4705615382,1.3014085380,0.6499928770,0.8039869588,1.3535649706,-0.0245736210,1.1079430750,-0.6864117093,0.8943192007,0.8861722463
-0.0614307244,1.3839713659,-0.1777428336,0.4848252850,0.0783939203,-0.1276364819,1.1118467001,0.3879118890,3.0351343239,-0.0175328299
-0.0058699355,0.0292346409,0.0224694190,0.3138750384,0.3488654382,-1.4038220366,1.1774945691,-0.4595325833,0.4954146851,1.6965984045
-0.5729569676,-0.1836247354,0.1585788240,0.0623341553,1.2803234217,0.0073380703,-0.4471336247,2.4131614142,0.0573639896,2.9379775000
0.3493225698,0.1189126298,0.0413652287,0.0398943253,0.2635992202,-0.0936731614,-0.0013673164,0.2223960615,-0.5260249899,-0.5422952472
0.6352423455,0.4539794363,0.6115817510,0.0830682888,1.6941441100,-0.3807397394,0.0591985343,1.0246275109,0.4199347905,1.0204783223
0.1720984100,0.0565719451,0.1256094913,1.0454314824,0.6188860978,-1.0844069787,2.5768449312,4.4443131797,-0.1617355826,0.3119738444
0.5714142809,-0.5004391685,0.7070150130,-0.6115957341,1.0857584062,0.4311951945,4.2765529888,-0.0473379139,0.8163136578,-0.0931170050
2.1451137960,0.1218371698,-1.2726507439,-0.4217439824,0.0638558070,0.2999215716,1.7010174204,-0.0985454878,0.5985232356,2.6851927767
-1.2983399630,0.1320464456,0.3834764253,-0.2888212222,0.5632099619,3.0161977577,3.1177065965,0.1345954308,0.0167398508,2.7398397214
0.7947553262,-0.1469747325,-0.1737834955,-0.1370652126,1.8571384087,0.0283329154,-0.0566430770,0.3399444941,0.1133634518,0.0576557705
0.3343997424,0.0425206064,-0.3069581415,0.6082062057,-0.4222849868,0.7607779022,0.3466072649,1.1571719669,0.7198281282,0.0686494953
1.9463249404,0.1038568459,0.5563194474,0.3721214487,0.9128237048,1.6815682849,1.3268405346,0.3805256661,1.1322816782,-0.1912386314
-0.8085316019,0.3442842358,1.9930451264,0.3261160062,-0.0466470405,0.2584781071,1.8664011779,0.9295518626,0.0069789731,-0.0126348688
0.2103443955,0.3766062626,0.0983381713,0.1922986430,-0.3493944804,-0.3611067321,0.1312660283,0.1371145213,0.2715730019,1.9815357264
-0.2024448566,-0.1419520212,-0.8321726876,0.1968494564,0.6377382469,0.1672707288,-0.0279356691,-0.5524503253,0.1481659898,-0.0691776822
1.5196185304,-0.0534396095,0.4233051881,0.0032218499,-0.0246905890,0.2609035456,0.0540762016,0.3526617070,0.0411850476,-0.0560653282
-0.9534028281,-0.6683830043,2.1999664872,1.3013322762,0.0244366495,1.3685665729,0.0099779496,1.5201001198,-0.7014696291,-0.5379838431
0.2872536075,-0.1063262457,0.7602820975,0.4713683018,-0.0063877827,-1.9312235000,0.4562134577,-1.7479607157,0.8679129571,2.4955545030
-0.2222108152,-0.2110395880,0.2646194153,3.9788069193,-0.4623588863,-0.1787377309,2.8947080251,4.0625911266,0.5686753337,1.8042440157
-0.6919397578,-0.0283159174,-0.1457851978,-0.3536821342,0.0533105107,3.9991078875,0.1760393256,0.9327148440,1.4125186771,3.4213673860
-0.9878373371,-0.1457627426,0.9541158797,0.6887380324,0.7879014777,-0.0025163174,0.9026700869,0.8155612852,0.8310466859,4.8331195168
-0.1614225725,-0.0437082555,0.0091534425,0.1649857489,-0.3519453817,-0.0223934400,2.1041863333,0.3006825121,-0.4759869242,1.2264131457
0.5557717044,1.8715240350,2.7188239138,0.8981198717,2.7683521739,-0.4146659813,-0.9798299471,0.1860619708,1.4174791514,-0.0197914676
-0.0005598555,0.2808084942,-0.0246936200,2.2452654557,0.3368730086,-0.9095660476,-0.0483499468,-0.8914036390,-0.1255020488,0.2497003067
-0.0255654963,-1.3966873583,0.1662803343,1.1339602790,0.0107415289,1.6682008550,-0.9593419038,-0.0362424113,1.8755806882,-0.3396093062
-0.1320717682,1.7878626119,1.8588912716,1.0277157811,3.3353187804,0.0051291068,0.9959962574,0.1442806813,-0.0014114663,-0.0956940672
1.6379570038,0.5136334673,-0.1489403895,10.6021051713,0.6541397301,0.0401217991,1.2271824615,0.0180071737,0.7988709665,0.2285267199
-0.0062908650,0.7860184634,1.3646654199,0.3571025726,1.2666042118,-0.0559200190,0.2646732977,2.1772600819,0.4123763645,0.0208171059
-0.3664066263,-0.2334848264,2.1793059401,2.5881209422,0.5986311217,-0.9686680945,1.6987316045,0.2388030191,-0.0163751056,1.3424680416
0.5354662989,0.5732598767,0.3643213682,-0.3873397378,-0.9749028704,1.9688891803,-0.3302383824,0.1981977936,1.0358450049,2.4663942918
0.1226852373,0.6153232008,0.7942565180,-0.1782143093,-0.0107768645,0.6634600293,1.1752273948,-0.4328344429,1.6194010434,0.0546865824
0.3240121719,0.4587867548,-0.2943971127,1.2453978871,0.4312305476,-1.6692529715,-0.3049316273,0.0953256306,1.4889172569,0.4961221589
-0.3692671457,-0.2749154595,2.2143257514,1.2981422162,0.2784816024,0.2266940968,0.3737135535,1.6044535871,-0.1715948776,-0.0073506208
0.3940511690,0.0635586529,-0.8547008964,-0.2533615363,0.1430357666,-0.0127348063,0.2774641207,-0.3651077161,-0.0480847309,0.0450601234
-0.5082029962,-0.1748145064,1.3742152712,1.3190476406,0.0034149862,0.5039863651,-0.0957523529,0.0068857264,0.1382387602,0.7486711746
0.4178703163,-0.6071769373,0.5165646836,-0.0349313973,0.6262533321,1.2644785502,0.0298919996,0.2727004642,-2.3850609203,0.0132981283
4.1949183042,-0.0179777592,-0.0346787000,0.8003866799,-0.1366268992,-0.5503361080,-0.2547941335,4.2187282663,3.6122545567,-0.0561116102
-0.5687307493,-0.2678118082,0.0060455104,-0.0008605007,1.1920341606,0.9196703098,-0.1799191099,0.4641661793,0.4202850070,0.4293079767
0.5048652651,0.0942366185,1.2171340568,0.2556200122,-0.0067020822,-0.0143372113,0.3471144932,1.7935615936,-0.0582374315,-1.5852745752
-0.2287932296,-0.4509974502,0.1092285628,0.2573936381,0.1061066167,-0.0262655917,2.1656921866,-0.6702115279,-0.7830250986,0.2781112768
-0.6279845360,-0.0757512572,-0.3150069469,-0.0144564630,-0.0837760511,0.5379702211,0.0547062281,-0.3221951727,-0.9374737502,1.8208040107
1.6673422822,0.3740930929,-0.0055161559,0.1115407907,-0.3213102490,0.5315277250,0.2730324175,0.0288480381,1.0457210404,0.2941827101
-0.8007357554,1.0326699714,0.0002978393,-0.0169930571,1.6299773701,1.5469752511,0.4128977981,-0.4875154919,0.0001620861,-0.2338115380
-0.4368818533,0.0738082054,0.4785059423,3.7850849077,0.0139927322,-0.1550928347,0.4772190559,0.1359128663,3.8780941834,1.1202707477
1.4040520492,0.8169372548,1.5945052283,0.1497575314,-0.0615888748,3.2506751078,0.3315262259,0.0717961521,0.0163618562,0.0601730159
0.3261256687,-0.4765304910,0.0812582926,-1.4989359047,-0.9580870932,-0.0796126134,0.2403920106,10.8896599986,-0.1728044209,0.3575314844
-0.7030206734,-0.3171207921,0.5177889515,0.4681635128,0.7228736692,0.5553978231,0.3728477421,0.1604945543,1.0653021204,-0.1213589942
1.4942496119,0.9991362080,4.9208236138,0.6901307123,0.0372486151,0.0498908984,1.2728952772,-0.0444523435,0.0936259058,-0.1288832147
-0.0157890492,-0.8514989237,2.9079834241,-0.7689870074,3.0171583593,-0.3938319041,0.4887497496,0.4045026388,0.0269564911,-0.0827018364
-0.0091715577,-0.4103459470,0.0298614785,2.5910162799,4.0469467806,0.5761304683,-0.0893720235,-0.7023158221,0.5520353845,0.1917476893
0.2480151677,-1.9376527400,2.3444220226,0.0423702717,0.1409900349,0.9019900715,4.6100354174,0.3785731028,1.0356510807,1.3547792086
0.8176715809,0.0490560122,-0.2385330727,0.9624498406,0.7758593208,0.7000614284,0.0712023434,-0.5121466378,-0.1494440515,-0.0445358581
0.2191144286,0.7826723233,0.4509092005,0.7520884012,0.0022732025,3.3581854660,-0.0316709902,-0.5114703644,0.4276849065,2.0133258164
0.3531993865,-0.0464252545,2.5989086654,-0.1849690426,0.3543590748,0.0010147017,0.8441306850,0.1395936623,0.0921079355,-0.8764213152
-0.0587772462,2.1991108169,-0.1004094721,1.1786532374,0.8565883239,-0.8844963250,-0.1256372741,1.4825440718,0.3565103191,2.0262464560
0.4265492331,0.3604114304,4.2819483315,4.4601399490,0.2936338164,1.3590930144,0.1433186252,-0.0059129513,0.5712144757,-0.3634191947
0.2830933810,-0.0022688573,-0.0022591475,0.0230552766,-0.0060896702,0.1246885634,0.9636851195,-0.3639515072,0.0956421693,0.1485301513
-0.0181036561,0.8173794675,-0.2485119572,2.7626629735,-0.5599129487,0.3115777083,-0.4785157109,0.4688114479,-1.4457766156,1.1064471973
0.2080822738,2.7991512225,-0.2225188532,0.0665231043,3.2861301093,-0.6647762083,0.6462751153,3.6628970067,0.2595838075,-0.1318561054
0.0349884319,0.4679025781,-0.4798647886,3.3786065054,0.8235899763,1.5942183983,0.3874453711,0.2379627494,0.1621499937,-0.2092910687
-0.2045547595,-0.0345648675,2.0721031422,-0.0645063487,-0.3217585753,5.7300962795,1.4619525241,0.1829911959,-0.2857987377,5.4132008506
-0.2866221633,-0.2258102826,-0.1784923147,2.3551433596,-0.1751291404,-0.0423337656,0.0062134593,4.3524405171,0.5199651394,-0.0788458559
0.8853873953,0.1775206320,0.0374870378,-0.4928601994,0.7829986099,1.2387167410,0.1782481251,0.1339452253,-0.4383909956,3.3988014422
-0.3353892831,0.3046233294,3.4179676577,0.7945577495,0.3273210552,2.5611427072,0.3017110686,0.5119769818,-0.0302687700,0.4839754789
-0.0548804047,0.1533822456,1.6901242683,0.6218207939,-0.1184365592,2.8016562568,-0.3539924535,0.8872001177,-0.1407830062,0.3137546811
2.2336148595,1.9471402258,0.7382744622,-0.2015207284,0.5245973951,1.7840210978,0.0398979127,0.0070916264,0.0907545723,3.5402324288
0.7249315100,-0.4905509808,0.0299285720,1.6738333827,1.0818365526,-0.1098765060,-0.0147167950,-0.4141879421,-0.6047661995,2.4896896714
0.0498514696,1.0595999817,-0.3975457825,0.0022893073,2.7342493503,-0.2263712842,2.0030926563,2.6056383943,1.3066988371,-0.2736615597
1.2038099223,0.2457254167,0.1697116904,-1.0051964676,-0.7057003696,-0.1244794416,1.4365371485,1.3274578097,-1.3465099869,1.8148813133
-0.0475029913,0.4811224959,2.4253403249,0.0864269639,-0.0025352355,1.3589890119,1.4878589940,0.0294228818,-0.7199063775,1.0824593403
-0.0034604262,0.2775020383,0.2424166750,0.7649689326,0.0806163071,-0.1687583003,-0.0633288504,-0.0786376271,-0.0570395229,2.2385788336
1.1061094075,0.6600807168,5.0039476875,2.1759909487,-0.2890675499,0.5819861217,-0.1195007746,1.0949704666,2.0855599019,-0.0043450060
0.4383459446,-2.0094387474,-0.0128101154,4.1480541031,0.0039840892,0.6963982094,-0.5647318696,0.4401022185,0.0240165409,1.4446814941
-0.2874124046,0.3454449035,-0.3203293487,0.1631132025,1.2465266239,0.1128983769,-0.3530996816,0.3720908759,0.2757302827,-0.2731264278
1.3907842689,-0.4376435073,0.0017499667,0.3229061147,-0.4575594577,-0.0643473465,0.0107010371,0.0136243361,0.0577850696,0.2709449922
-0.4476195935,-0.0372836529,1.3034167590,0.0541287618,-2.3186126425,1.2810945064,0.2463093617,1.6558301363,-0.8186430184,0.2358563304
-0.3909740322,0.6019766693,0.3647011254,1.2329941026,2.6420855675,-0.0013285284,1.3555693588,-0.5049141032,0.5118267957,0.5105639389
0.0044550929,1.7595892828,-0.2444716204,-0.2006452449,0.5064941768,0.7207798065,1.5387237030,0.0116108322,-0.3709092261,0.5942915422
-1.0301418393,-0.3773240419,3.6772459081,1.0649741891,3.1518738159,0.0256206363,1.4461227538,1.1854878033,0.9981000993,1.7057101902
0.9394879403,-0.5973015950,0.0454137717,1.0086646234,-0.3490153617,0.1830158642,0.0004701333,0.4162429258,-0.6055816089,0.0507489219
0.2481634173,8.2142712511,0.8564633845,0.6513522008,0.0189705833,-0.1969259436,0.0324153707,1.0346988869,4.5180633234,-1.4835638093
0.1313269916,2.6844543559,-1.2174951973,-0.2933165116,0.2212079567,1.4386952032,-0.0419774287,-0.5022612854,-0.0914338707,0.5642413844
-0.1618266039,0.2432738284,0.8606018455,0.2878474193,1.3169566458,-1.0990936756,0.5455481119,1.4424789298,0.5800501117,0.5517732858
0.1491632614,0.0277794011,-0.8110871717,-0.0712972091,1.1030145021,-0.0381340445,-0.1871099576,3.3399179353,-0.9428984507,0.4564341341
-0.4144071390,-0.8162938847,0.8959210415,-0.2563347123,0.4791122141,-0.3821225820,-0.9424484126,-0.5549665839,2.6020510231,-0.0008994551
1.2009294424,0.0824602192,1.4873012396,-0.1693526882,-0.0739446459,1.5933050029,1.3855798744,0.3512726095,0.1671041278,0.7205179665
0.4245702366,-0.2354051128,2.3677226827,-1.6674110343,0.0078303907,0.3858238507,0.0383893573,1.6425857372,2.7960696928,-0.0317139598
1.2909712317,-0.0518155720,0.0320743653,0.1230755545,2.3792023065,2.2805257101,0.0026120060,1.3828896725,2.2022060484,0.7469944316
0.1936699575,-0.3166611753,1.1262830119,-0.3157477740,0.1049956580,0.0353957951,0.1145757295,0.0364285060,0.0080226951,-0.8805828242
0.6968838114,-0.2268473255,0.5652661266,-1.1912954105,0.4136530837,-0.2069873851,0.6296128640,1.3384873758,-0.1376556153,2.5150880612
-0.1524897405,-2.1538521667,0.3132522311,0.2558179958,0.0703700626,-0.2423578956,3.0293415937,2.9110406578,0.0416667879,1.2770402297
0.1593037394,0.1653650392,3.7658262536,0.3709687227,0.7333865908,-0.0029484462,0.0432424434,0.3829871448,-0.3029418652,0.5605972943
1.2212242739,0.0024006088,-0.1054996813,0.0342499945,0.5893342025,-0.2836242789,0.1882138435,-1.2221669371,-0.3525383430,-0.0624988409
2.5688444232,0.5742300917,0.2434437253,-0.3405786364,1.0541526335,-0.0173334356,0.0003100215,-0.0902509417,-0.9956001959,0.4778688449
1.6004465247,-1.0151401735,-0.2967113385,0.7286260280,0.8226935434,1.9785295102,1.2920856833,1.7680842174,3.4421473995,-0.6859709681
0.0364978753,0.4196220658,2.2286304274,0.2314803116,0.9434523150,3.2039593482,0.0602743452,2.6804600781,1.1833096253,5.8171640681
0.1054832310,-0.4438320616,0.0527273009,0.0921720085,5.8897360229,2.6517446470,0.5050445338,1.8746367151,-0.1808714636,3.1454258263
0.0670386061,0.6333047320,5.3010621164,-1.0993576310,0.5992249947,0.1327211669,-1.2674683657,0.4181977413,6.0891920304,0.9718901064
0.9478645706,-0.3181656715,-0.0428647420,0.8269908431,-0.7444247970,7.6425425853,0.8867826918,0.4795066786,0.0010139919,-0.0472869722
1.3136728538,0.0214377970,0.4384545587,0.4880375752,2.4068045122,-0.0373145209,1.4179689840,-0.9689147182,1.8697841507,0.5036178543
0.8041376279,1.6402922198,-0.0689401250,-0.7416856027,0.0313699349,-0.4436494262,0.0260833098,0.0663672388,0.0565745926,0.4955965990
1.0065290914,0.3379574513,0.0170762633,-0.5791842157,0.8808740723,-0.1795759799,-0.0055474239,-0.0379947514,1.3176889903,-0.0356962421
-0.9609856086,2.9208112141,0.2964247517,1.0578026355,0.3054985706,-0.1927939922,0.0413994432,4.5514827009,1.2494749699,0.3722652143
-0.3232730611,-0.5556779780,-0.3211282696,0.8446153139,0.1842015007,-0.0868725908,0.6736640314,1.5849854357,-0.1346830433,-0.5636583069
0.1611208546,-0.7626577764,2.9883069434,0.3837767750,-0.2606116000,0.0335902626,5.9561437286,1.0642502136,0.1453691429,-0.2891106591
2.0727532741,0.1944486840,1.6290239910,-0.0187590303,0.0761229280,-0.8958798977,-0.1261488929,-0.4404104667,6.2903584627,-0.1412990442
0.9973829965,-0.0543917854,0.0642568901,-0.0030307836,-0.5001371942,-0.2634724237,-0.4109944059,0.0077654702,-0.4448401324,0.5472412512
-0.0310880028,0.8008849298,-1.6215657720,1.7348195755,0.7956721252,-0.6870089818,-0.4098340256,-0.5191420588,0.0693107802,3.9037753490
0.0685188284,1.2792755167,0.3931711639,-0.0948375391,0.0971466622,-0.2041243789,-0.0855148910,0.1110387760,0.1481298336,2.0256225108
-0.4926408769,6.1349168724,0.1143560804,3.2347582027,2.8177527285,0.1658799319,1.5964943905,2.0255517978,-0.2478929748,-0.4309782949
0.0601113863,0.1415547017,4.0715869102,-0.0390319549,1.1493892743,1.0675171520,0.0749898953,0.8454861901,1.8283871734,-1.3801724219
0.2204658116,1.5550449367,0.9708866766,2.2092465969,0.4336049644,0.6624725676,0.0112377953,1.4662583068,1.0173831232,-0.3647726418
0.0685399661,-1.2532157641,-2.4320587550,0.8095006625,0.1759103289,5.4683475534,3.6651920868,0.9434082697,-0.0656634039,-0.0683722772
0.0819740918,0.8990664659,0.2082953479,0.0074951318,0.3576114596,0.2579525630,0.4158011875,0.6631836051,-0.1665893335,0.1614963171
-0.0175300255,-0.0186245930,2.5114507700,-0.0178353043,0.0707562182,0.0173783481,0.0334542259,0.3056438374,0.0360358076,0.5918721755
0.1044059718,-0.0995264292,0.0362502029,1.0347305414,0.6056794629,0.0541728775,-0.0838125497,0.7916213188,0.0285472350,1.1424892822
-0.3748184067,1.1874654016,-0.3380608160,0.4088832319,2.5734453448,-0.1818252742,4.1728535225,0.0804233758,0.8041467146,4.2081032958
0.6522718470,-2.0553303126,1.4436889517,8.0150170731,-1.5541783461,-0.0801765212,0.5214300999,0.0998476778,0.1163903386,0.2593380825
0.3264643510,0.2077361001,2.0278812753,1.4188727573,-0.4520670892,-0.5472139453,-1.5020265965,1.6800557093,-0.2923673202,0.0040206927
-0.5549508001,2.0575212932,-0.2848313628,0.7574719918,-0.5372344686,-0.1789926987,0.0161897180,0.7279808793,0.7465728559,0.6797133875
1.4696667244,0.0970035557,3.1369233968,0.0356904358,4.5650862518,-0.1659274185,3.4302109139,-0.1164394346,4.8138565795,-0.0169997962
0.1779310388,-0.2534317526,0.0656929992,-0.1117813162,0.0834737062,-0.0873828094,-0.0555587640,0.0195907126,2.0936007725,0.0187416425
0.4775759654,0.6382735093,-0.2374358374,-0.6371220708,-0.2313451292,-0.1150671469,0.0715121806,-0.0580882261,0.9555651832,-0.1087190701
0.1481893478,0.0187337373,0.4820745977,0.3233088595,7.0921521285,0.1309195576,0.0973761540,0.4742478321,0.0025889666,-0.0513272811
-1.4100953650,-0.0465771356,10.7355676576,0.9090699234,-0.3112396783,4.4997583993,0.3584334024,-0.0838871945,-0.2748745765,-0.2482995825
0.2174068673,0.4389549527,0.1951996088,-0.3593052960,-0.1259403839,-0.5304485396,1.5494404804,0.8241079674,1.1988715775,1.1150388070
0.3764877152,0.6602696939,-0.3889590357,1.4126238308,0.5204138162,0.2443072623,-0.5441712807,1.3889227935,0.1446826222,-0.0044207990
0.0734472489,-0.0949307724,0.0917897513,0.7037852861,1.4701760102,0.2390168803,-0.6457681955,0.0081541574,0.8586145752,-1.2236750053
0.7886196786,1.6370481831,1.1128047003,0.3860377274,0.7443783096,-1.3145309356,-0.0580597578,0.0299717320,-0.0927054379,0.1757730003
-0.0255678107,2.5045180022,-0.2420540721,0.0137675134,0.0163946689,0.1356966057,-0.6608741223,2.7315896655,-0.2083094434,1.0266800413
-0.0845793039,-0.0259957355,0.0057077921,2.2696743854,2.6789574692,-0.1395480311,0.8722292815,-0.1990690885,-0.0818548165,2.7859764651
0.7440257132,-0.8455889118,1.9767941741,-0.0019892557,0.0513223908,2.1382343750,0.9305806545,0.1740897612,0.1900799570,-0.2802686108
1.5071070111,0.0449107067,-0.1011061483,-0.3596646524,0.0061193412,1.0828004408,0.1322664954,2.8475723398,0.4694073999,-0.0145652836
-0.0020439353,-0.0041396596,0.2955193586,-0.0015859266,-0.4115397710,0.1840271359,0.6169785747,0.9385845446,-0.0091668186,-1.0329834772
0.2857732686,0.1755570404,1.4008749205,0.7603055341,0.4254643549,0.0434707260,0.3618643274,-0.5963603745,-0.4263967340,-0.0286772586
-0.0217203275,-0.6207431454,1.1645960336,-0.3602694857,0.0052605188,1.6954302350,0.7598493813,0.7117388356,0.3548550232,-0.0699316912
1.0103179764,-1.2787332574,-0.6571061885,0.1017937207,-0.3806451526,0.1921771161,-0.0713677735,0.3044017245,0.7670311731,-0.0355832897
-0.4524552349,-0.0249589769,0.2386750839,3.4822879687,1.6636874814,-2.4551701643,1.3363668471,1.0242291659,0.1936526450,0.1882368849
0.1021201401,-0.7477594177,0.2465493532,3.6835165631,3.4376810750,0.5351307228,-0.0156440370,2.9253928507,-0.1113379649,-0.0331626650
1.1540254446,-0.7765220255,-0.3911878836,-0.1610703244,0.1341474289,-0.0986916542,2.8674609530,3.3104041831,-0.7530373615,1.1633432123
0.3384003941,4.5453829040,-0.9787090295,3.9123331040,0.1565846234,-0.0372415576,-0.0776535536,3.7800485425,3.7697566650,-0.3733163551
0.0063715487,-0.0686677368,-1.5159920053,-0.8267495928,3.4985121622,-0.0774399941,-0.1468508236,1.7134391004,0.7405255935,0.5056856052
0.0002468378,3.7957736807,-0.1032759314,5.4222273808,-0.1862434560,1.0775445162,0.7556557393,0.5262560637,-0.5395555975,1.0595020550
-0.4760089016,0.9268522577,-0.0027676638,-0.2662614257,0.8459688322,3.3055785467,-0.1881761985,0.7412821929,0.2605215188,0.4679050381
0.4718870239,0.4874243475,0.2424141359,-0.4164614416,3.0200213557,-0.9490992432,0.0085559025,1.6266347164,2.6739840438,2.2017204494
-0.7240845335,2.1192417191,5.7638424444,0.8675209695,0.2297883265,0.5052723135,-0.0756696056,-0.3843806596,0.8395072536,2.0243886054
0.9999254584,0.5321392701,0.6926306027,0.2694963025,-0.6029991274,5.9841711458,0.1256137822,1.0799236427,1.6473278378,0.8418131503
-0.2773015480,-0.2293466404,0.5859732752,0.7456037775,2.4230144796,-0.2434336191,-0.0177451027,-0.1696936279,-0.1156640608,-0.2011153039
-0.3378560222,-0.0756113488,1.0631768508,-0.3621323076,0.3666650932,2.7094361186,0.9518806353,-0.0394948977,-1.9323902719,-2.2670941060
0.6305137259,-0.2399959062,1.1110445549,0.0378503136,0.3866584871,-0.4310154492,0.0106972917,-0.2277896996,-0.2730091657,-0.0302286894
1.7079638054,-0.1861087334,-0.2155040235,0.6975514865,0.7453976081,-0.2371269915,-0.1564391839,0.6574390319,-0.0721757097,-0.3290936371
-0.1638413753,1.0871551506,-0.0085822859,3.1935913850,-0.2425225559,1.9150268706,0.3219784753,-0.0981217663,0.5230759589,2.3611287260
-0.0584082230,1.3225646541,0.0419518650,-0.7663740425,-0.1463566642,0.9871239538,2.3660481208,-0.3253399627,0.0025776044,0.6277528026
-0.0328444819,0.1141858952,0.0286425237,-0.0038429394,-0.1567187153,0.3519676396,0.9417315995,0.2425670617,-0.4388515991,0.0343907738
1.2038500800,0.1870698838,-1.2312368962,1.2149555782,-2.6203416093,5.6183955306,2.0822441674,0.8556026709,-1.1545760075,4.3254506849
0.1394424883,-0.1718638416,1.9204642015,0.8607835890,0.8851217258,0.9045500865,-0.1872082745,-0.2695064256,-0.6256027851,0.2809611612
0.4149933914,0.1990808627,0.0187831129,-0.2453332494,-0.5575774031,-0.0019338566,0.3668835749,0.0003195456,-0.3799222722,1.2504503947
0.3558045609,0.3413266366,0.2100330224,1.2689342138,2.1576771856,-0.0085480218,2.7027889692,0.1119153529,0.1343960627,-0.0377254070
-1.0289915245,0.5819849037,0.0668828023,-0.1908818416,0.2324488834,0.2591420989,3.3197482901,1.7976307551,0.8840975301,0.3302347056
0.6232957832,-0.6242466569,-0.9159734394,-0.0461760953,0.0060807486,-0.0004771623,-0.2888614213,-0.0358073158,1.0474491065,0.0563312439
0.9280715640,-0.2473092006,0.0297269326,-0.0135289442,0.2349998571,0.0840269886,-0.1294902948,0.1245927408,0.0839536611,-0.3800327878
0.0052158673,0.2600199016,0.2873483460,0.2887807246,-0.5700362133,4.5481871707,0.8960274859,-0.7162579817,0.0712842188,1.1752258125
