sigma_T5,sigma_T10,sigma_T15,sigma_T20,sigma_T25,sigma_T30,sigma_T35,sigma_T40,sigma_T45,sigma_T50
0.9449571715,-0.0582541834,-0.0990003286,1.5745565183,5.3237904778,3.0044412403,4.8099635546,4.5379281196,0.9268613531,2.2341161238
0.2161136841,-1.2481904310,1.2779731068,2.9276208875,1.4566976776,2.4772506193,5.3347264555,2.8911362463,1.6694876641,2.1399146785
0.9797337365,-1.4611097336,0.4778589067,-0.6642398671,3.5994202597,0.8632138173,-1.6908914401,1.5949893761,3.3702049207,1.7745473888
0.2885196113,0.6881503235,1.1141744448,-0.4496107183,0.6708911180,2.9815041817,-3.5096369468,3.6849922257,0.8507434724,0.4190958772
0.3896766796,0.8860587399,0.8660927644,-1.1657545507,-0.4075320140,2.4998873941,1.8166799901,0.9297519454,4.6130975035,11.3577202565
0.4785835599,1.0253743647,0.6614210510,1.3809203204,1.1546678024,0.9743439358,7.4643875814,0.8320213049,7.2148440187,1.0003429870
-0.0912513064,-0.1505466369,1.8091841476,1.1042501465,0.2422200055,9.3130531758,0.7637020347,4.9200627983,11.1006261950,5.4394107617
1.6525220027,1.4810968669,0.9085787101,4.3213490186,-0.0476875891,0.2262182511,-0.6388571139,5.2170833743,3.5575917007,3.1124665400
0.3923891073,0.6296865555,1.4968246913,-0.2252457259,-0.3061911469,6.1153759979,3.1628745973,6.6426570828,1.1871124052,5.6653532166
-0.4854967976,-0.1513475768,2.6851013148,2.2227528620,0.5505846114,5.6211913228,4.1740188883,0.5657844486,3.9311898101,-1.9282052450
0.4945741872,-0.2431457649,3.0662751154,1.7145040003,-1.2775700234,2.7496666224,3.9210776118,2.6021493623,1.6946751373,4.8079889679
0.5046928314,0.3558365289,3.4285926379,0.7223174883,2.5640240119,1.7039415511,7.7339725143,4.8393396806,4.0610492983,5.1437414242
0.7718367692,-0.2867409610,2.8708873820,0.6627090084,-0.2363182385,2.0126197121,5.4784828223,2.3887739869,2.2134847563,3.8950759257
1.2612094056,-0.3771580543,0.6914638738,3.5791165825,2.4389260448,0.5505301668,2.4838807761,3.6085661683,0.1180185874,3.4060571903
-0.0264010376,2.0735657742,0.9037926760,0.5396510939,3.2023033530,0.2089733088,1.8215269991,2.1419054241,-0.5191686589,6.7168574103
0.2849031678,-0.2106113809,2.5528729920,1.5693933960,7.3054977358,0.7651080229,3.0076307750,-0.4340500513,4.3524399475,-0.7880896668
0.5078077130,-0.2451363803,-0.3169376872,0.1830645401,5.6288519639,1.5680002520,4.1125742080,4.7121411671,2.3241646896,-1.4033452366
0.1955001396,-0.0500421502,0.3137081791,-0.5725754737,-0.6483103711,3.9018503285,-0.1439533088,3.3593922498,7.3266070606,6.1078677556
-0.1594887973,0.4500261554,-0.2263844356,3.6912757954,0.5797118989,2.7074193715,0.6931006499,4.1197480419,2.0088807146,1.2033767699
0.4389391927,-0.6802905409,0.3879315223,-0.6304679853,2.3558005650,-0.2027972225,-2.9763723130,2.0255072988,-1.9121926637,3.0742397934
0.2876486826,0.2727813548,0.7168354685,-0.6299066707,6.0139656349,0.1992143590,-0.8040209745,2.8447649617,4.6547007287,2.1797739145
-0.8036154985,0.0186046793,-0.1667680070,0.5454149382,0.9836391399,3.3699736791,1.8852407882,-0.4955656130,2.4231956303,5.8256119751
0.4504334876,0.7279585481,1.6562250331,1.9404822376,0.2775642985,3.2103537276,4.0918380239,-5.7786209053,4.1024968111,5.5194318802
-0.4432909568,3.9286270828,1.5360659135,1.3041224986,4.1618454662,1.2194435771,1.2146993339,2.2210559857,1.4604419727,6.0738675203
0.9579286226,1.6020223201,5.4663357524,0.1578783492,4.0106356633,-1.3202809428,-0.2213797201,1.1878694129,0.8618360122,1.1668441371
-1.5401607254,0.9263470024,1.0560901267,1.8683901810,0.8258188393,2.3322596395,2.4801538430,8.2081419303,0.8480522381,2.2367928741
-0.9846081886,-0.1614441747,2.2353266517,-1.0439673554,3.4176764961,0.4820194809,2.0435791141,2.3829524408,5.6130300332,9.1799570443
-0.6146920930,0.1771427804,-0.3910137868,0.4745439194,2.7215139677,2.0296948852,1.5949300452,0.9031462994,4.1757279754,-0.6148300786
0.3456473554,-0.9744301792,2.7930453254,1.4244027090,2.2093204228,5.0769145875,6.9274053179,0.4724864594,0.5958185463,0.7666467110
0.2350284371,-0.2385178315,0.1411933214,-1.2259629924,4.1567106424,1.2296601979,2.6120899333,2.2548133285,3.2286711345,0.1749357282
0.4124755435,0.8465991113,1.5120141663,0.9121374058,-0.9269781572,3.5142090358,6.4383253733,2.9888707160,0.1893040918,11.2985456925
-0.0326384558,1.8420706690,2.5461993049,-0.8488162010,1.9746950935,1.3274028553,5.2582184032,1.4547300813,1.3523402634,2.3921248256
0.2887993692,4.6637810230,-0.0290601068,2.7313321353,-0.5315157491,1.1539681727,1.8983404192,2.4945445947,5.1773607503,6.2008827005
0.7134121009,-0.1907019704,1.5558810765,-0.4326782629,1.6531526326,2.1305234477,4.9946117277,7.0140771350,7.6343087839,1.4280326149
-0.0841563226,0.5035070360,1.9117903964,0.4084600158,-0.9365508087,-0.5665112232,1.0804141757,0.1488916426,2.6925864378,-1.2023718782
-0.0425194716,1.7882148158,0.6229205420,1.5389353038,2.4019225326,-1.9602418414,4.8086949099,1.2906482528,2.6837649374,0.3467789651
-1.7363363592,1.2907202669,-0.5110644106,-0.8641796743,2.3412782040,2.0827009682,0.3731755633,6.1229030094,1.6319926024,8.6016999043
0.6498323458,2.2453052838,-0.7414562510,-0.1630629131,5.2722434107,-0.9096724726,0.6531446965,1.5799038237,-0.5660972702,3.5157389910
-0.2626856717,0.5281989964,1.1647100659,-0.3943873780,3.0129298203,0.3093721396,3.0062886476,3.9236499643,1.0649437089,2.8883876822
1.3831453455,0.0909262561,4.9841140070,-1.1788061087,1.9669079660,1.6523630537,1.2149292256,8.1716804498,4.2578109272,3.7210738819
-2.3530848839,-2.3348546851,-0.6026122154,1.2872048480,1.6509098227,6.6806649601,-0.8974942480,2.9689268884,-0.0809782606,4.4815977344
-0.4716766952,2.5150295980,-0.0652912833,2.7554513778,-0.1264885839,-1.1232342979,3.4338522846,1.9460980747,6.7178214012,0.7736825818
2.6392659351,1.6141067918,2.6231355846,0.1947467638,1.9712735605,1.4701878419,0.9591355311,3.8432536181,1.9583757515,6.7953712309
0.4228912661,1.4330107833,-1.4211358609,-0.3377551375,1.7546986787,5.0394590065,-3.8837215054,4.9822365238,5.7018572700,-0.1846841483
1.2748950536,1.1754347823,0.7506681032,-0.0481229396,-1.6877967691,0.6076737354,6.4995797725,2.8293549074,2.5888589042,4.9004123749
0.3031450120,-1.6414447002,3.2950208662,-0.4289520704,0.7893171000,-0.8598221573,4.0173639279,5.6146566217,0.0342483531,0.9633200498
-0.0131407542,-0.6358318409,-0.6299137629,-1.3916602836,1.2129696991,6.1387025431,0.5861442236,5.0893488077,0.1628957353,5.5225790244
0.1388390258,-0.2572084159,0.6232806203,0.1187012566,2.7732915567,6.6163926421,1.2993282198,4.4779639737,-0.6071836728,2.5197248275
-0.1291067993,1.2165851641,2.8212365961,1.7238590098,3.0658544264,3.6826386690,1.8582225057,1.6923560867,5.4071036256,5.5490547941
0.2276126811,0.6080023710,0.4873924216,0.7729867822,4.6324608717,2.8860456919,0.3771386683,4.5526058795,1.8055491581,2.0962421676
0.2857418127,0.5022305204,1.2684325900,4.4307730087,0.7739817793,-1.5749081257,-0.9514792630,1.8533415951,2.3186099680,0.7201450060
1.1231523515,-0.2224495213,2.0992091729,2.5974112874,-0.9047709043,3.5676289772,2.1780970741,4.2954646318,10.4366997042,0.5911126619
0.7749983253,0.9036967789,-0.1663776089,0.2134929135,0.4816251087,4.2379128552,2.9532297242,1.8944039894,1.8634233301,2.8519799710
0.9496419566,0.0155745162,2.2048475585,0.9676394425,1.3332624837,2.0426095741,7.2319440009,2.1910240586,3.7419928603,2.8944813718
0.2090053732,-0.1399435931,-2.3764050688,5.4231304943,3.1784548763,2.3000176949,1.4677618015,0.8196399789,3.1783620780,1.6253779185
-0.5559746946,1.5904000778,4.0674757063,0.6657802649,1.4336928420,3.5833117806,3.4118605059,2.6202654599,3.8653240945,8.8450510554
0.0171802392,-1.0639365906,-1.7472093017,0.2849616436,0.6952635810,-1.1704514325,-1.6284306621,0.1166342480,2.7804128088,2.2574048789
-0.0770928563,-0.5109441536,3.6669518276,2.3755539009,0.5643712847,1.4308597348,0.9479087193,1.4304039690,4.7582188809,4.7666263185
3.8536711679,-0.6743478251,1.8479522579,1.5978543922,-0.6002953899,3.6408699284,2.6757191347,2.0179007544,3.5992519074,-0.3216137689
0.8084105537,1.8178289829,1.8232153162,0.2329807028,6.2836503593,4.4893379275,0.0719250438,2.9268716365,2.1108291689,0.6708291667
0.4342802299,1.1389618228,2.1589796952,-0.4969317533,2.3273041595,3.2119889697,1.9135087177,2.2171001459,3.0510237006,0.0070063232
0.4665646086,-0.3336935486,0.0885770979,0.1611633313,-0.8364901206,5.0416857289,1.6669425610,3.8006288677,4.8311795224,9.0350166423
-0.1683175266,-1.2981129443,3.4324983277,1.5802937374,-0.4726414116,3.3949851452,4.8750179611,0.7738439941,1.2400708059,4.7119829017
-0.3837421843,0.1869444488,1.1433061678,2.8655033482,8.3029157277,6.1278406553,5.0587942388,1.9257669047,2.6065998305,2.9829991566
0.5345302874,0.7483950423,1.4133726688,2.0909123417,2.4396911079,-2.6879520489,2.4664895285,8.0893806307,6.4138418482,0.8060308258
0.7703964600,-0.0034791537,3.9754846794,1.4375237733,0.7957922217,1.3777020573,3.4182408226,7.6422109950,2.3925745493,4.8872927182
-1.4588924243,-0.8205885442,-0.0488093911,-1.4387704698,0.0190975205,5.0540166072,6.3231538371,4.8405452109,2.5613754006,3.0588816012
0.4422933403,1.7096252770,0.9565945748,1.4565462153,1.3669777170,3.9722795321,1.7317297361,1.7555100591,-0.4466843728,5.6942282138
0.1507268705,1.5411178308,1.4436016974,2.6230092623,0.9117164145,0.8873729363,3.2374368985,0.1650824628,2.9879382123,-0.2549515046
0.1109297078,-0.2223675484,0.0799666756,0.4075664449,5.4200545885,7.6974762340,2.9881186992,1.5506452141,8.8285609155,6.2940511493
-1.3903381848,7.1904196918,1.3256892926,3.0426084516,-0.5520508856,4.9105167536,2.0631269703,0.6722101447,0.0126406061,3.4326486806
0.4888762139,0.6603739507,-0.1561446007,-0.1873570623,1.8793439716,2.9274128089,-0.6133003500,5.5127664668,3.4860956439,0.4779644503
3.0988559957,0.1741241711,0.0486707563,-1.0401834743,6.2873660975,1.6017346451,-0.4371940522,-1.3937145804,2.4659346648,3.8211034626
-0.0997598694,1.4662746982,1.1300221339,4.6700845465,-0.3900843810,4.6335025831,5.4886179171,-0.4951713559,8.9622692368,-0.4114664627
0.0817717970,0.0825272580,1.0045419119,2.4857924867,2.6231993470,-0.5007287638,-0.4003771851,-1.8891651419,3.8707197937,2.3630592956
0.2546524335,-0.4674722172,1.4771136951,4.7098900702,0.8978796308,5.8696309595,-0.3074422565,0.3535702781,-0.7502931903,3.4795929409
-1.6876082284,-0.0446324126,0.8944579816,1.5079353368,3.0408845678,2.0916900479,3.5884249292,0.1450168201,8.8248488742,3.3178429809
0.3051791408,2.6520577379,2.3669923999,3.5043199753,3.5782228565,0.0431478102,0.9980617778,3.0903812591,-3.1587102224,5.7598564419
-0.1381055371,1.1843219295,-1.0580896536,1.9069982572,0.2339233673,3.5938027969,3.0515196948,2.0269541222,-1.2757343968,5.2749729400
-0.0045115358,3.1402030591,1.8453762325,1.2737401820,2.1184756109,9.4589980515,1.8705792733,7.4270462676,1.4988066291,6.6990824422
0.1791676715,1.6780898241,-0.6369327327,-1.3026364645,1.4492591643,6.8437764922,3.1453470245,-1.3052908984,1.2569375053,1.7692283255
-1.3913850753,0.5190364036,2.6621066223,2.5723686650,0.1497101996,9.6635780778,5.0214276647,3.0852206675,2.3378642546,2.1312484909
2.3330640199,-0.6333694203,2.8427730528,-0.7469463729,1.0815077199,9.4348058572,1.6072561311,0.1486506100,5.1580949896,10.8452293038
2.4159430700,-0.7444243851,0.2190257650,1.3838019055,1.8506032598,2.2856127633,2.3560423195,4.2300855334,2.8382042622,5.7179239807
0.2765603222,-0.5257325515,4.1202398834,-2.7858406723,4.1340776866,-0.2868345237,3.2021864515,4.3781491038,3.8224836977,2.7682554573
0.2397283020,0.8978899552,-1.5388485084,2.8203532016,0.5987394563,-1.1615966389,4.5633022970,1.0072843337,-1.2141980242,3.4239369843
-0.0188823917,-0.1004281094,-0.0136950207,0.6276038943,4.8856099192,4.5085643736,1.5853993299,1.7619430201,5.5418307368,4.2219735688
1.4408899819,0.4071474926,3.7313753546,1.0196746397,0.5944710171,3.3216964455,3.5010104620,4.1046138548,4.3117430770,2.0516029795
2.6535634251,0.0646413029,2.4449182410,-0.6520939458,1.4110551495,1.4530751823,1.0488797710,6.8679190629,-0.3517354127,2.2786795570
0.0595955848,0.9324914732,4.3790330927,0.6972517663,0.1877684347,0.8295542731,2.6125620278,1.9559208537,2.9737343885,2.1324272492
-0.0292876590,-0.7328783577,0.8656513781,4.1248762766,1.3675213012,3.5361596893,3.5468653388,0.2610282175,6.3590402959,4.6885553698
0.5631865344,0.2339131931,0.6288315272,2.8269489917,1.0120050370,3.5613747391,3.1144610461,6.5471845354,-0.8823808295,2.6259028964
0.0815804408,-0.2610438099,4.2694037949,0.2083878051,2.7268607774,3.4896461188,10.3757480584,-0.3625735759,2.7428294131,1.0236562584
-0.6485124682,0.0470664169,-1.9515842629,1.4898315403,1.8668267169,1.6512187774,4.2609146280,3.7630248869,2.4050891033,1.7362224176
0.2927847644,1.5671920587,0.4086172255,0.7688083319,1.6140624292,2.8629791514,3.8384629559,0.8733887386,4.5533740006,1.9360174348
-0.5681437897,1.6760492064,1.3953237055,4.8693001504,0.6580207496,6.4682264859,-0.1048355412,5.0608005017,8.2521667383,3.1612869642
0.5085849167,1.7106741127,-0.6338686184,1.5185215101,1.5706685883,0.0659189670,1.7994185330,1.3605393561,8.2791931382,4.0585098688
0.3119366799,0.0679505357,1.9121217321,1.8472665902,-1.3943741976,2.7420421865,0.6368321459,4.1233786945,10.1080012047,2.8013722940
0.9688458910,-0.6283100746,0.9317567223,0.5717801418,5.0288168663,2.2845258878,0.8925923634,5.3053246991,2.4338266297,1.9418540479
1.2093867524,0.2198998579,-0.3791939632,0.9067778773,-0.2854576482,1.8228374994,2.0479023119,3.0319261735,-1.6508313480,2.7431371762
1.0527515015,1.0606551288,6.2553383125,2.0043558109,1.0549703609,1.1481563018,4.8787172303,2.6590574827,3.2544105294,0.5661787323
1.0748537200,0.3884537401,0.4572837255,0.2016030029,3.0639141750,2.2323739558,5.6881172366,7.1917669118,0.6456215841,1.8032478370
0.3320391652,0.9217745207,1.5942056068,-1.9193403265,-2.2738344420,-1.4399372569,3.7954685355,5.1602114034,5.1613386064,1.9978965895
1.2022094514,-0.3110689873,2.3158182757,-0.1844922985,3.9501805066,-1.6981614381,0.9684470457,2.2862406481,4.2471698293,2.6726245474
-0.0218372682,0.9616171402,1.4946156420,0.5729403379,0.5336712583,0.9668512308,0.6574017385,2.2850066194,5.4267969354,-0.4811635883
-0.2033156537,2.3483344655,1.1699633241,-0.6478372542,0.2008044178,-0.1395269612,3.2829614773,4.9862161651,3.3948800487,0.9810259778
0.0292604157,1.3046840001,0.4673301744,1.0502120120,2.4767192716,-1.1474567502,3.5183103049,8.9342261847,2.8541203240,0.5202788224
1.0933354646,1.8400769754,2.1589474497,1.2650452049,-0.5476875674,3.1541529814,-0.5329618666,0.5660161679,1.8686019813,7.2757164091
-0.0911470952,2.9181590127,0.2442072672,2.8042711708,3.7428129979,3.8476027495,0.2407867138,0.6034987829,5.9281608088,-1.4267119721
0.0988453153,0.9006164658,-1.3532109125,0.4551819465,-0.9800846161,-1.5149091095,3.5311977886,0.9629685551,2.1728889441,-0.1107774532
-0.5891658819,0.7045457055,4.6308047049,0.1876486557,2.7783718757,1.4239379438,2.5553642844,3.8010980866,0.5426132159,-0.8870245800
0.1646519741,0.0893176820,4.2747369589,2.3007722400,1.0337878149,4.3780664026,3.4947876916,-0.2843154302,2.7301805859,1.0594131948
0.0412529929,-1.2287658821,-0.8935524590,0.5818654471,2.4492442369,-0.9272753211,1.4809808001,2.5243708075,-0.1713377359,1.2213127066
6.2056396519,-0.3202185428,2.4441551799,1.5859575276,1.9622138189,1.2185371717,2.8139598817,3.1278251902,4.2020403293,3.3636403863
-0.1000669757,0.2613433888,3.5219713378,6.2980626607,2.0854424537,5.4988782162,-0.3818322242,2.4429417193,3.9098417468,0.4706632752
-0.8450899936,0.1098427832,-0.4891268493,6.1746793639,2.6195693859,2.6596471616,3.2174464063,2.2600351076,1.6037241101,2.0215864062
1.1829298897,-1.4744580368,-0.2446891247,2.0681592377,3.2043373938,0.2630472065,0.7327908054,2.0587393198,2.2201578345,-0.7984437116
-0.0983294995,0.2868481529,-1.0159895430,2.0763670512,4.5648986725,2.3137631442,4.1982709594,11.7437027852,2.7844750536,4.5828747027
0.2022329417,2.6950615329,3.4127290998,-0.2565508479,0.8825364063,-1.6015656017,1.6687548699,-0.4881604278,4.8064971083,3.2641006765
0.6555128534,0.5564466424,-0.8336912883,-0.5797523986,-0.7479186865,-1.7493030734,4.9438229954,4.5044478162,4.1522483550,6.1906684290
1.9959223825,0.6636740267,4.5059581428,0.8515642099,0.1788363727,-0.8941438701,2.5282975536,2.9835389898,0.1329825565,6.3242210843
4.3669100132,1.2938868730,0.2510802960,0.0542986174,-0.1540780167,4.3167246934,4.1708868258,3.8401368243,1.1077434371,7.1379093095
0.6783387471,0.5971256247,5.4205398959,1.9101974456,-0.7074823949,1.7856200780,6.4812456427,2.6876829419,6.1501527675,6.5421331334
0.0056945259,0.5219466013,0.1105072132,1.5255292609,5.9900465852,-1.3229968663,-1.2697599705,2.9383304246,1.7336359178,5.7587791636
-0.6861808253,0.6216912109,-0.7561833719,1.4593310579,-0.1395013540,1.4587474105,2.5939947984,0.5259358618,4.8901930790,2.3323448415
0.3186182281,0.5348156762,-2.0137029562,-0.3473337529,-1.7316064069,0.1737405682,3.9803485835,12.0561614943,3.5882158670,2.2905456754
-0.0686523407,1.1831361466,-0.3177324288,-1.2005629054,5.0780648768,5.0023534441,0.2330816661,1.0386719864,2.0772951098,5.5094520454
2.8564263500,1.1987120605,0.1152671727,-0.3099001525,3.3276412107,1.3235973303,2.9731352043,5.1329694119,2.5000221172,3.8486563629
1.1583084619,1.3501409372,0.7378695630,0.3359842281,2.6272148491,5.2992373768,4.1771172166,9.8821000091,0.9419466096,4.6910706243
-0.1141345173,1.4568294458,0.7938538264,0.8459900536,1.1817456954,4.4668600604,3.7130777426,-0.1468379617,3.9672839513,11.8760444977
1.9920447753,-0.5645968637,1.8231372140,3.4727862782,0.0016832856,-0.5414702542,3.4818455696,1.4553900038,4.2085646485,2.8200648837
-0.1289783760,0.0873666988,3.6250823881,1.2991845902,2.0576861928,3.1445624931,-0.0383749141,3.9039346356,-0.5762592496,8.5148568868
1.1336327463,1.4764851697,1.3489124675,-1.4595962649,6.6243528403,2.0628380389,0.8675345204,2.9714447439,1.1479443123,4.5850513836
-0.0282833347,2.8265873621,3.4726303588,0.1496241608,2.3545688702,-1.6918126893,-0.6912451185,-0.5845428819,1.7860881212,4.4325670121
-0.2571372170,-0.0266899643,3.2228427491,-0.3978868092,-0.5413712120,1.7044380103,3.4605520276,0.0548132835,5.3937189964,1.1455936625
0.3973013084,0.0259443113,0.4465505808,2.0121115838,1.4093618218,4.0460903695,1.7611993025,4.0357006807,2.5697834228,3.6592394864
1.2921128893,0.2708257944,1.2528597708,3.4086116277,2.7052960227,2.2579678599,-0.4771032304,-2.4771282688,0.6864711367,3.5041086356
-0.0594025759,2.5902773234,-1.3674781763,1.3252794778,1.6924767124,-2.2169541335,-1.3191448118,-0.8617671031,2.1806867687,0.4018602034
-0.0157868346,0.0474499839,-0.1888440416,4.1886047148,-0.5136816162,0.6990335084,1.8856598333,3.3913996646,2.5822140873,-0.5801862156
0.8762811075,-0.0254905945,0.5325731846,1.3571093580,0.7974495999,3.4993373548,2.4615448148,4.0546844588,2.9349879602,0.1594666800
0.5229201302,2.6966223704,1.1685138184,2.5629577339,4.0991549506,3.5829810365,0.4912183687,-0.8774050128,1.3226811915,7.1448123292
1.4523554950,0.2576545949,1.7001563417,2.1462928956,2.9002034538,3.1023637999,3.1290829909,0.4450236468,4.4539193448,3.1590641070
-0.5671090892,0.7404681755,4.3959911970,1.4223871833,0.2042613400,-0.4578048911,1.0768473445,0.1785191413,-0.8915455559,12.9380851310
0.0559959469,-0.2100274109,-2.1688745218,0.4006857693,3.7011577531,4.3475820256,5.4467549771,-2.5385667717,5.1233831048,7.0975032642
1.1585155812,0.9708099603,0.6040818419,-1.4426137908,0.1118436584,-0.4804224671,2.7886580136,1.6695010625,-2.2073100501,4.6284961087
0.2648190441,0.4082103864,-1.7431791708,2.3805971320,0.7636238313,1.7359370777,-0.6632256121,2.5852518996,-0.2916944281,1.4828315322
3.7875062037,0.4501156497,0.3198749289,2.8941971243,-0.5264071469,2.0903131356,1.3267143680,5.6146453320,0.0415332848,3.6916824752
0.1649519789,1.8011203748,7.5704143487,1.9937754267,0.0857423698,-2.0436338712,4.7118027298,2.2953651127,1.8612360645,1.0278126399
0.0323456609,-1.9131820195,3.4804785654,1.3821880211,-0.0396747551,0.5495243230,5.7792342901,3.8661383233,1.7957846166,2.4277367287
0.1027603253,0.8600513142,-0.3361505970,1.2972893882,2.3205207410,1.3114351359,0.7515566091,4.1374534316,2.4825502281,2.8685016297
-0.2058199153,-0.4107595184,2.6305808477,-1.0539890487,0.1585992495,1.9709686203,-0.5450321673,2.0289259989,0.7626944995,1.8303319392
-0.4405303037,0.9787432855,0.8040844009,6.1226271160,3.1943256352,3.2957543760,6.5114554897,0.8323166212,5.3560066729,7.4557661691
0.1129842887,1.2085482264,0.9488124436,3.3536322806,1.2438406679,3.9044562787,4.0681815266,5.1505833235,3.3103870470,0.6801452307
1.3677647066,0.5472510659,0.9273281083,4.5877139500,0.9914120844,1.0905930147,-0.0908579378,2.5812869690,3.7678997824,0.7590146200
-0.3086058225,0.4381035624,0.9962091920,-1.9892525565,2.7113703802,1.0351594391,4.9523746775,3.3114214397,7.0680351271,7.8996443627
0.1753088371,0.4486118503,2.5330685306,0.7056755308,1.7941291948,8.5330149816,2.4606233125,3.6820544790,0.4999993798,2.4907682747
0.5383087699,0.8266983149,1.4160491734,1.0758524555,1.6011969640,2.7458842529,4.0689009524,-0.2991820937,4.6660515966,0.6971801681
0.7657739165,0.9231362319,2.2661016784,1.1599140857,2.3835386021,4.2729545658,5.4788962561,2.8366433487,2.4573706810,6.0311531065
1.1159063465,7.2515772473,1.1907871738,-0.1023167928,-1.6896752157,0.3696064943,0.6906493787,1.9921602890,3.7140132762,2.7844631245
0.6629488475,3.2514017098,-1.1762648452,2.4845746284,2.5213675030,7.3088098486,2.2607234470,5.4452542721,4.4036332522,5.2388038616
0.3992910714,0.2760813200,0.8156605606,2.5646293828,4.2242783461,6.5966825574,-1.0420581579,2.0778054792,2.2571444098,3.0412302340
1.6182080796,0.1376770182,0.8419131409,1.5382699920,3.5439637728,0.4141157804,1.8851132501,-0.3074133921,2.7596752030,5.1557478567
-0.1534628480,2.5237932441,2.5202343089,3.3529587725,3.0215651202,4.9543412855,3.9851955336,3.0797579809,0.8453733443,4.2266307066
0.0116568200,3.1035084879,1.6136602516,0.5282401877,0.5899911865,0.6203293460,1.3241760098,-0.0564942449,3.4498371257,0.7812420164
-0.4363530188,1.7436892304,1.2090103648,2.3468599646,0.3598135978,-3.1001009530,1.2313670802,0.2996946511,6.3782470133,0.8668372252
-0.4459374442,0.3855855025,0.3263822161,0.1425163677,1.8999587152,4.5019838086,4.8945183460,0.6959873217,4.7707986651,2.7761116438
0.3705407796,-0.0275469326,0.3162131889,3.5669734066,2.7780360048,5.7507716964,7.9052574804,5.8035799566,7.3991725184,2.5458091269
1.3809258526,-0.1954737441,-0.2796287240,0.1134957308,1.1556368610,-1.2314353339,2.1840660054,2.1067145512,0.1128428143,-0.3221872344
-0.2101393853,-0.4867176987,3.3155450133,1.8738700626,2.9072910130,2.0606451672,3.8872885283,3.4810113978,2.0027981524,4.5467362709
0.4403138411,1.9916865729,0.5478046298,0.7953100188,3.4823180313,2.4994084842,3.3596526794,2.2095586092,7.4249371402,7.1666029457
0.2906805858,1.4425061715,1.2234744844,0.7601437195,2.1805159114,1.8795323239,0.9314143095,2.5844694231,1.7036821313,9.0594896010
-0.2512075386,0.4741380151,-0.6562106538,-1.8165721273,0.1530179524,3.7503260401,-0.2669755173,-1.0229128025,0.1192703642,2.9402362555
0.6391630364,0.0788326741,3.1187374032,1.8354672289,1.5933198639,1.9480976393,1.6208478310,1.6995439769,3.3399302636,-0.0059806166
0.2001769358,-0.5924082338,1.8942204123,1.1417720400,2.8416053120,0.6432788462,0.2406661025,-3.8892993990,0.1371997944,0.6192102881
-0.3008561501,-0.9358564820,1.9428389439,5.4807695150,5.0564550208,1.2281236904,3.5889394297,3.3372073496,1.7977647287,0.9190909655
-0.2282920756,2.5681123541,1.3461361894,1.5110085104,0.9037758684,1.1312257007,2.3128435065,2.8249240561,5.2833840905,6.8348859316
0.2287367218,-0.5454800230,2.8678761955,-0.4283497172,-0.2724790000,-3.1399516847,-0.7378923346,3.5841480511,11.3163564198,8.4602455172
0.0124337148,-0.1851477319,1.1456136139,1.8469780537,2.9068508610,1.6892303603,1.9083146765,3.1787758671,3.3363200222,5.4540428890
0.3267437714,0.0691239370,3.4491031219,-0.7894138037,1.9148804307,-1.3461499565,0.5053823464,0.2722643129,7.1479524459,3.4369350383
-1.9561918387,0.0089180973,5.2826084449,1.9635244147,-0.2340374187,2.0496702892,2.1515880517,3.7647081232,2.4523939488,3.5380606336
0.8364426552,1.4834264474,1.4580575646,0.2693388123,2.2464749540,5.5376622728,4.5983429060,3.9262425095,-1.4122686364,3.6642768981
-0.9298728630,0.4756107491,1.0604169004,2.0331123989,0.8072125971,-3.7924268849,4.1978090690,2.4339032731,1.4107535215,7.7140740254
0.6528189404,-0.4969382290,-1.1574217958,-0.4081491868,3.0469378951,1.7181804416,-1.9149808146,2.5925660526,2.6644165120,7.0400439639
0.2253178623,0.9031007659,-0.0302060815,2.7136519429,1.6739688005,2.7543111264,-1.5187469261,1.7891683624,5.7113310354,1.0440192785
1.0757411235,-0.3927833983,-0.8200485499,-0.3097041148,0.8037253522,1.7307183178,0.0318792389,1.0972635325,-0.5469690827,-1.4062383800
-0.4045345158,-0.8182755693,1.8191735940,1.2829543276,2.4604226971,8.4699344114,0.9715075167,7.0624018867,2.4122761804,1.7951458384
-0.6956942019,-0.5524236671,2.7730578329,1.4703733799,1.0949942090,-1.0576851267,7.0834711345,0.7241265935,2.4349409995,0.4233512998
0.5181574315,0.2118650299,1.4934512197,0.4455687941,4.6621438546,2.7104299880,0.6314833628,0.3501568008,0.7690900585,4.3940868485
0.9109436797,-0.1984826304,2.6810520425,0.0316340290,1.9163358044,2.9138860097,0.9798634680,2.5266076548,7.1697927190,4.1942638821
-0.2207921234,2.2654546005,-0.6991184424,2.4208222046,1.1604434158,2.9892089077,4.6649179174,-0.2463771687,4.5036054530,2.6657897017
6.2538944730,0.5077131812,1.1285303460,2.2853673851,2.1606950155,2.0382464777,-0.7829752674,3.8719496171,-1.2248329122,5.8325476551
-0.0000263781,0.4243152458,1.8470642353,0.9472260049,0.7163453511,2.2116430251,3.4870275994,2.7042838358,3.9178541123,2.2382822451
-0.2736982757,-0.1189273325,2.8828112984,-0.0353636872,5.4134868491,0.8547307144,4.5582841222,1.3610178195,5.3237404375,-0.1924670136
