sigma_T5,sigma_T10,sigma_T15,sigma_T20,sigma_T25,sigma_T30,sigma_T35,sigma_T40,sigma_T45,sigma_T50
0.0171070346,4.4373127068,-0.6943933714,0.1867687090,0.9919713869,1.9037534254,2.6330929586,4.1540314224,3.7417338036,-1.8177717893
-0.6421682744,1.0038984644,0.3150981782,1.6475686716,-1.2593459953,0.4818300790,1.9559634139,9.0201912275,1.6834338177,6.9376118908
0.1169835004,0.0791902477,1.0640060779,0.3829115366,-0.3539644978,-0.8840301857,1.8389759198,3.7188185021,1.0665330711,1.9704000470
0.3317674663,0.6829847009,0.2871267099,0.3720772373,1.4003542328,1.8467311157,-1.8831196773,1.1183851350,-1.2216219451,1.3188931686
0.0161593495,-0.4730085712,0.7640060308,3.9301097179,2.8513971522,7.4777958470,2.7400154588,5.4858173545,2.6052611841,5.1859301435
-0.0052661427,0.6209670596,3.9769503936,0.1357994898,0.0218743940,0.9476698282,0.5285709380,4.6422442317,5.7517048569,4.7266010990
1.5961488133,1.5219869718,0.5395095627,0.4040057776,-1.9805234581,-0.2817363269,2.4579091511,-0.0340937176,2.9849806976,4.5969323174
2.0521845308,-0.0232078395,-1.9944532219,1.7871092662,1.1949232241,2.6905688875,2.3424853636,3.2461331855,-0.9801973193,8.9173499887
2.7917165230,0.5381136739,1.9180220082,0.4041833363,0.0755483780,1.3809646244,1.3440370103,4.4214261544,0.2568284873,1.7169613187
2.2413148327,1.3323647927,0.1496575137,-0.8701158631,1.9971086862,5.5788287833,0.3841524279,1.9191212238,2.3716550877,1.0271039059
-0.9418635501,-0.3679403589,2.8200515028,-0.2110851940,-0.3759305730,-0.4915720572,5.1863048241,0.0320942161,7.3279777099,2.6669130541
0.6132978767,-0.5141310041,0.1990580819,-3.1666991120,3.3638108478,1.8301669248,1.1238503388,3.3893348127,5.0022155083,3.2632572569
-0.4765404406,-0.3052660412,5.0969560748,2.1561372229,1.7375329393,2.0094668382,0.9816225771,-1.4152639205,1.6553805542,1.2327134817
0.9179150277,0.4673391922,1.5424403552,1.7879813039,0.4887268529,0.4401563331,0.3849916351,-4.9349276204,2.5192514217,2.7113494434
0.1218764403,1.2066491520,1.7132367436,-0.8131075363,1.7552362425,1.3694846501,-2.3931968063,3.4891370915,2.4961297340,5.0377333530
0.5811446738,-0.2998596475,1.0318043992,1.2931673241,-0.3072800268,2.9026271651,4.2710643645,2.8616740190,1.0829348700,-1.4914084319
0.1114718556,1.8877479101,1.7223764399,0.9700463914,-0.7250993213,2.1609103068,5.9948774619,1.2074810772,2.2523224814,2.4112333896
-0.1569817527,-1.0328076651,2.0800231872,3.6006157678,4.7024580726,-0.0942687923,0.2943266744,-1.2964078612,4.2248162868,2.7681520888
0.4962363321,2.3222783779,4.3843872324,0.7344525181,-1.9296717743,1.5045217615,2.0477068133,1.9301643356,0.8586121214,0.7600258617
1.0586245121,1.3394845239,-0.2120021821,4.8641092761,1.8330632903,5.2593905384,6.2160059247,1.8069209490,7.6199428055,1.5972661262
1.0146319811,0.6626272077,-1.2820192859,0.8009525879,1.1137317390,0.4379207820,1.5798929059,-0.3926316256,-0.9298753420,3.1666952514
0.2298704227,0.0581632588,0.8518774650,0.0432925350,0.1477179801,3.1733355253,3.4427989497,4.7183824424,-1.7664928087,3.4427648852
0.9301158995,1.2769211166,0.4953387248,0.6158687770,4.6005142222,2.3673728609,6.1613158999,1.6973459902,-0.1358527559,1.9046363229
0.2112860293,1.1851107283,-0.7931250147,4.0085830926,-0.5935092483,0.9380100744,4.3095491607,6.0408036269,10.0689016897,-0.0174688894
1.6542638647,0.2416808021,3.9046312192,2.9168991378,-0.3277400903,5.8185486495,0.9136323215,2.3415218191,-1.4954833534,9.1363553262
0.5376999081,1.3743668925,-0.3788404857,3.3589873515,1.0212849942,-1.4449870409,0.4569255515,4.0425019615,5.0438175948,3.2629710528
-0.0561510351,-1.0804898829,0.5836968985,3.0879744365,1.4086753147,1.8681391384,-1.5171033145,0.9329415052,4.9850222663,4.9702331825
-0.1150478978,1.2645989096,1.7366419317,1.8255093526,1.4439645672,6.8475080999,-0.0578075062,5.8352068873,1.4173012773,-1.2009195082
0.9730610886,-0.2688358393,1.4632295780,0.8280837489,4.7797561451,-0.8182549860,0.6940679151,3.8075676952,3.5467617327,2.7330096873
0.6219413006,3.0480826500,3.3071781339,-1.2667007456,1.4664404629,-1.1301973781,3.3969118474,3.3691512166,2.0358666987,5.1527221028
-0.2973150084,-0.1190006477,0.9812546747,1.2909420536,1.3934097892,1.2557746943,1.7992380027,1.8329630856,2.3013976933,4.0946774506
1.9514501592,-0.1279851606,0.8836755657,1.5517460785,2.0660520630,4.2497852962,2.1941106151,0.5856617582,4.7168434261,2.9152029924
0.3302231925,1.4360518523,6.5947091490,4.1869070475,-1.3885021266,-1.2271359574,2.8859595631,4.3469178837,3.4491336850,1.1336763736
0.1731014506,-0.4694928012,2.1551443033,-0.5156899207,0.0173223405,4.0153725444,4.0001039470,2.1602112917,-0.1085224170,7.4063759761
0.3776510521,2.4820543765,0.5630360565,-0.7002102191,-0.5473505010,-0.9275329405,5.4148616150,2.1482998845,3.2770811242,1.6268665086
1.9881601590,0.7361535510,0.4345966085,1.3961808190,2.4509453933,0.0890020211,1.9286993773,1.4028454719,2.3925321860,3.0166706693
1.8877189121,0.1485348882,1.3804653627,1.0003440192,0.9718596159,0.4934136049,0.4833919876,-0.6164985046,3.9635831315,4.0427786612
1.0853894986,4.1107894162,0.6568398662,2.6363815104,0.6479641288,3.6731949528,1.1275822511,-0.8733255443,1.2983529760,4.7817538156
-0.3218792751,0.4697481577,0.0692028118,0.9521179132,-0.4871477106,1.1191753908,1.4701877134,1.2473527481,4.1841493980,3.7594393895
-1.2900753607,-0.2477879415,1.4939463289,-0.4714789274,2.7930741820,2.7600400530,1.2384005756,0.3771967791,3.9653585728,0.0222656737
0.3837198085,-0.3152396838,1.4426842666,0.3435137111,6.4536201048,4.0468576427,0.5355099921,-0.3519220591,-1.1062407035,6.2613347576
0.5289789421,0.0432390902,2.6122032486,-0.2175364731,2.0361263591,5.6264184162,3.7267909477,5.8207954686,1.8104025624,7.4669366616
0.0887627375,0.9729605881,-1.3840342725,1.8870237324,-0.7701227102,2.6389095546,1.3509008769,1.0082244803,1.4380601413,4.5729367905
0.1331254718,1.0340878128,2.0548483668,1.0376917612,1.7982256513,4.6893400499,-0.5344885415,1.3103147516,3.3639388330,7.2603217267
-0.1570651285,1.1552761113,3.7344321009,1.5590778233,-2.0570840175,0.5709876530,1.2639830044,1.7364253787,-0.4069268661,8.2797749219
0.3060794839,1.3995991464,0.0798579172,1.4898852033,4.2099952923,4.0308417560,4.7650474503,6.9033005435,3.2211505675,-0.0502247354
6.1106607507,1.4688337823,-1.7010008740,0.9435581914,2.1114273564,1.4405189901,1.3398382531,3.2618436484,1.3408383577,2.6634509512
0.5377099130,0.7545550026,2.2800715574,-0.1648383187,0.6760712794,2.2803168171,3.0177729865,2.7356559889,1.2744986395,0.9165087444
1.3171143723,-0.9393508943,1.8600007372,-0.4780041434,1.6949104392,4.0200267966,6.3045304165,6.3602590691,4.2191809512,2.6487452304
0.1380376756,0.0014569348,0.7046662285,-0.4551042141,0.6035804749,1.7862976398,2.0233951130,5.0935491171,4.2800273193,4.6887725964
-0.1240378105,0.2694026520,1.3609693032,2.7332511469,5.4678102943,6.0898255616,-2.5875793575,-0.7388448273,7.0226405708,2.7289865355
0.2002578547,0.2860589538,2.5656228275,1.5149032666,2.2605001731,-0.1182844334,-1.2358756120,-0.0379224480,1.9661267343,6.1828840502
0.1770675055,-0.7987401874,0.3823162062,1.6011163942,0.3398060818,-0.0247934945,2.8147820359,3.0285105320,0.1728462264,7.2099281070
0.2519240448,-1.3764135114,5.7656848838,-0.4891044270,-0.8457575063,-1.4326207151,7.2263439266,1.1849294792,6.0251202206,3.5386598669
-1.9130915985,1.0131684482,1.0520718205,1.2982777825,1.1678322915,0.0875556396,5.4531121930,1.4008765200,3.9848284735,3.3600665489
-0.3708949803,0.4085757993,1.5682744658,2.0196872016,0.8539332049,1.7302367915,2.8294238497,2.9683827260,3.9382297904,3.3448599005
0.6355829838,-0.5962718751,0.0539591896,-0.4288553103,3.4271431064,2.9990569098,2.3069976166,5.8730483878,2.2855538149,4.8909701589
1.6439900668,1.5520613041,1.5861410871,1.6991245580,2.6513645952,0.2843164720,4.0423472078,6.3198629341,2.4175154776,-0.4856997146
0.3086898799,0.8398144269,2.0949850013,0.9185476264,-0.3867039779,0.4657595865,4.1191795788,5.6588708622,5.0833263557,1.2687769668
0.2411270992,0.3371210090,1.1164830636,1.6390921143,3.2693047765,1.9439342691,-1.7212937735,2.9339180564,3.0621631308,1.5943822490
0.3738983313,-0.2564807891,0.3796330520,4.0722604096,3.0138486205,-0.1420210893,3.8883305867,0.7025257885,0.9040884596,1.3549326489
-0.0701204006,-0.7943469159,0.0911669198,-0.1915362584,-0.7976649177,7.3107326038,-0.8097590074,0.7273168799,-0.6112509246,4.3673697423
0.0893971295,-0.6192382418,0.7421618240,0.5019761499,-1.3678707056,0.4618872766,8.3288011517,3.3585978520,0.9096461999,3.6827966550
-0.5119780102,0.1780199348,2.6168907450,0.4313417856,-0.7631522546,4.5367198469,-1.1894584369,6.4842023991,5.0841044596,0.8975347386
0.3293687777,0.2963065138,2.6044902848,3.9700159413,3.5948758667,0.5856916105,2.0092168926,0.5345169901,7.1513814738,1.0214715416
1.4093281523,1.9893706604,0.9887062168,0.6875947168,2.3076165959,0.9528707071,7.7158477680,5.9699613243,1.5895634791,11.1167146462
0.3372783715,0.6979647616,2.5628969456,3.0758095226,2.7874469365,0.6502968043,4.4813143138,9.7245313971,0.5278360077,3.8531022487
-0.0555023448,0.4855744085,1.0166313973,-0.9680020459,6.0658165329,0.6317868764,2.1704730293,2.3576494365,4.3470971974,1.9048116120
-1.6851439644,0.7132632447,2.1547113736,0.2751899417,2.5009126692,3.4403082728,5.0627001758,0.8081826858,4.9981468012,-0.7758030818
-0.3009868276,2.5333730764,2.0101721357,2.9095680121,1.4002046909,2.2816065661,3.3897204248,0.1332988318,4.5174890799,6.0985584979
2.9649353758,0.3264839925,-0.0066319617,-0.0639851863,2.8296121152,-1.0293565119,1.5766819787,2.6659538073,3.3470181757,2.0979019266
-0.7459606906,1.6312524111,-1.5391359888,-0.2733446502,0.7505423255,5.4372037396,0.8335723840,-0.0345758312,8.2008151618,0.6997366881
0.3971334300,1.8258790658,0.2838228031,1.5973174200,3.9785855139,7.1627577229,2.3022293530,5.8000421862,7.9335569450,3.4270683943
1.0712640349,4.5407959386,2.0987037881,4.6963052366,-0.6744281000,-1.8565115886,1.1336401355,7.8760229068,2.1874165605,2.6630008686
0.2122592742,1.1649074570,0.2364945936,0.2725444226,0.1648474137,1.6355271752,-3.0162791319,1.9364088585,2.1464210715,1.8548101124
0.0868927180,0.6704429189,-0.0976280020,1.3178739444,3.8629230675,-0.4826501713,1.7342014573,2.7782056907,4.7912756086,6.2195414735
-0.2741586117,-0.6167204528,0.9265450029,1.8313457394,-1.1965494308,0.4978054188,4.0538237197,3.9339147559,0.8557858272,1.2223397521
-0.1706382354,0.1461411909,0.2102078935,1.1453421204,1.4253126740,0.7075531383,-0.0819056192,2.8462838973,6.1156155961,0.6214206097
0.1164435007,2.6930043120,1.3710850843,0.4945798579,3.7250554234,2.4528094086,7.2460273836,4.2618058512,2.5129289596,2.7459763457
-0.2230223103,0.3934846531,-1.2855350941,-0.4062659033,3.3591770812,-1.9021964551,-2.6935533443,-0.3416531734,3.1314005928,0.9308758443
0.5220103069,0.3811268151,2.2743122942,0.0079071353,1.7709997721,-0.6557741450,0.4686611318,3.5640908552,-1.1987538125,0.5342501671
0.5939218750,3.5552646409,0.7395095184,0.4688080060,1.7724916019,-2.1676700152,0.7837124520,1.5154487601,9.2251183513,0.5874721843
0.1031093967,1.5095868812,1.4387028977,2.9208606642,4.9625652206,2.0277005066,-1.1628973175,5.1102033554,2.9100830159,1.0076268662
1.1888514892,-0.8567872094,-1.5668706078,0.1987761942,7.8145429382,2.4833696147,2.0910290301,0.9672837981,3.0820266774,5.4777168689
-0.0926872847,0.8543909958,1.9472906666,-0.3102685821,-1.7783774904,1.2728468263,2.2324636340,1.2004630587,4.3811989990,7.1122574791
1.3017417510,1.2723079286,0.2965266722,0.4450115067,-0.3015770062,2.9782898702,-0.2106897340,3.2601987177,1.3391122067,2.4499386917
-0.5342609837,3.0473620338,1.4918708872,0.6537808490,1.2534745222,0.3574032732,2.5820365801,1.0197025505,0.4602476467,1.1459696621
0.6986996544,-1.5179558004,3.7809036981,6.9870319726,1.1402223901,6.9577167904,1.8750312170,2.6922646397,1.3632586383,2.9515547003
-0.7351314118,2.7830672048,1.0784251151,4.4349823938,1.4839431558,0.3295778900,-0.1064183992,0.9745380226,0.1348255017,9.4111517068
0.1931408113,-1.0349181173,-1.6299373968,-1.8314796720,1.2050761594,2.9849711220,-0.2971810436,0.2156927428,5.5069533097,3.5628535272
0.5150005001,4.0161954254,-0.3702379170,1.9892621754,2.4883045500,3.3264907705,2.1932401743,1.0869888863,2.7665242216,2.0425483587
2.4712362603,1.3384590395,4.2926745480,-2.9520762358,8.1306769437,0.4533192691,3.5452505436,0.1833449228,0.3253245568,1.9421220379
0.1673849750,2.3515499390,2.2940333551,2.9587910328,-1.2475428914,-1.4293149410,3.9693024225,3.0327350851,3.2533349673,6.2474516040
0.2222706722,0.9677374912,0.5071508209,0.4936907176,0.1977652097,-0.6771335162,1.6642943955,1.9633645965,6.5406795486,4.2687861034
0.6760275962,0.3850325262,2.3415430552,0.9621392812,-0.0896734752,2.4136407202,4.3373515989,-0.4243992395,2.4342478119,5.6830398502
0.3249510700,-0.9991407709,1.1754777482,0.3514056801,0.1829437681,5.8943863535,3.5693905904,1.3443827042,2.5445770309,2.8380433837
0.0446815921,3.1112208737,2.2285672380,1.6919847934,-0.5546221494,0.5410417399,2.3083856021,3.6227014254,1.6659288400,4.9475011536
0.1745768517,0.1988852792,0.8873121857,2.2993234493,2.4451435811,2.5806672818,-0.1428172765,2.6608187152,1.1130674621,4.6461529521
-0.4899261176,2.0392549768,-0.0665206487,1.5309910556,4.1301056541,1.4573951634,0.8342554111,2.8872361976,14.9405803316,7.2892829460
-0.8315309551,1.7477543707,0.5822504026,1.0505232750,1.2682398167,2.5306151983,-0.6074252977,0.8604004510,-2.7943347549,5.2850333714
0.3861647608,0.8645325512,0.1193739346,-0.1060325123,5.4309225797,-1.7972130324,-0.1753331723,2.1485686474,0.4764442854,2.3846448583
0.1498984191,-0.2878144486,1.4536673278,3.5385786774,1.3747703712,3.0834375338,4.1242787334,4.7350414832,3.9031692492,2.5751074163
-0.3195362928,-0.0944522078,4.5831912606,-0.6458801724,0.3843108208,1.3913487496,4.6758069406,7.0529035001,1.2959198819,-0.9551743409
-0.1570858966,0.3057409898,0.6374515135,-1.1976689515,3.9216263729,3.6117478485,-0.9422481164,2.3930305214,1.9000362756,4.1415756626
2.3980769981,1.3509287171,-0.7513562166,2.7852441007,1.4178248687,1.1286079371,-1.0301246278,1.3773217892,1.2125660607,6.5360872836
-0.0660050379,-0.6192363353,0.5039018826,2.4600210354,4.0855588971,5.2138447860,0.8518265829,4.8007841097,9.6300672117,2.0542261337
0.2408115107,2.2864296685,0.8200417015,2.0437506933,5.1486548912,3.7199132924,3.4641170026,4.8735051250,3.5021178383,4.8598358375
-0.3459101015,0.0093595208,-1.7039248047,-0.8818950605,0.2956784861,1.3310891062,-0.6461272755,9.4545352546,7.8091974317,6.1358027775
0.3998598525,0.7358284567,0.0686250911,2.0494750504,-1.0262126928,-0.1654630627,0.3492652669,5.1350940645,8.2204615631,7.8372675208
0.1437348782,1.5408155476,2.1091532617,1.3020335495,0.9321957830,0.2472587797,3.8045514660,3.8460352846,2.0287844649,3.5686674607
1.3721685759,4.8500293733,3.0454856505,-0.1356698128,1.9497711672,4.9869527407,-0.5653027086,0.9978503892,-0.4052781276,0.1670255693
0.1101890584,-0.1677825940,1.8797156407,1.8910538313,-2.6358528519,3.1140423004,-0.1700068317,2.4072197097,0.0826370070,5.4478726320
0.8017322419,1.3728755882,-0.9635791495,1.7820369856,-1.5896344081,2.6450992536,3.8285889411,7.9185649270,3.7612042400,-0.2216150215
1.8791974651,-1.0136547691,0.9871883063,0.5988023947,1.9488731118,2.4576873960,0.9959974562,-0.7501640217,9.3192453157,7.0207582946
-2.1393988745,-1.0428825463,-0.1074456440,-0.6110551425,0.9458209169,0.6168488500,10.2252789127,1.9906541434,0.8088018534,8.0975185768
2.1056767442,-0.3604348203,-0.8730113194,-0.7367087405,2.5744096612,1.7397719523,0.9494096638,7.8118582562,6.6648637749,0.9761102103
-0.0742483866,1.1794748406,2.6353962159,-0.2318325846,4.7393071524,-1.9279094436,3.9681604166,4.5906506573,3.8364857762,2.9913189759
-1.1103399407,-0.5172859019,-0.4629412065,1.4731320213,-2.3491121961,5.6596053402,2.2351205383,4.0693002491,1.2949957952,1.5920958942
0.8008118701,-0.1128051135,2.5140288364,4.2259568175,-0.3617993138,2.1974960317,1.2626984060,4.6316816268,7.4950668237,7.8327378622
0.2036807632,1.6911101461,-0.7822079981,-1.1730405479,1.7922658785,0.7151292230,4.4284434266,1.8844870222,2.0387963316,5.8819553451
1.0386259901,-0.7385903274,-0.6326909099,-0.2621350992,1.9587070969,1.8882125263,5.5263709412,4.4267055244,4.3903492107,0.5994603338
-0.0582182096,-0.8027195450,0.2833409270,3.5851720919,4.9566010848,5.1507541186,2.1677840706,2.1701715221,4.0674525020,5.2841952533
-1.3389002824,1.9821476496,1.1801546896,0.1313334614,2.0024532535,1.3216317333,0.3027254773,-0.7430292626,0.9692918948,2.4359799800
2.4482709695,1.1164828687,0.0683324206,1.2349633670,2.6832400434,-0.0142008680,2.5584393893,0.7242588522,6.1883215758,0.9615922298
-0.4028808999,-0.2934854838,1.1377403184,3.1367045625,0.9362761274,4.0708859029,1.1593778926,6.0759371058,-1.2374626666,2.1887931317
0.8752720574,0.4090412612,0.9543276647,0.6506830814,-0.4092722578,1.3285476620,-0.4765306387,2.9383101598,6.3443107678,6.3812920298
-0.7751070527,-1.1619558409,0.1551616124,2.2873174746,2.2976005187,7.5706400857,0.1266133521,0.5881475472,6.9986726999,4.7728563103
0.2390413089,-0.7440247063,0.1620320502,-0.2282842139,6.4814104946,1.6714081595,-0.5802882778,2.4954567684,1.2221612658,6.0074553817
-0.3111704458,-1.4762831152,0.0289866027,3.3243396026,0.8863582393,4.3976714572,2.0311514450,-1.5689496252,0.7057520841,3.6856430456
0.8378962712,1.4811328260,0.2640284762,4.4820099361,2.3399623737,-1.0563482462,-1.0388321774,-1.6406682051,5.7703699252,4.6290595034
0.1701859847,5.3273157231,0.4833561356,1.6380218485,1.4420507994,3.2590615561,2.4954670622,2.7200315812,2.3696532979,-0.5321659522
1.9877325290,1.7193073830,0.6358541170,-0.5869919577,0.0497768482,3.6288328340,0.0771101589,9.8985119063,2.2567471008,-1.9143963355
0.2362736625,0.6141515893,1.2555101232,2.2481255045,-1.6570671136,2.2441097514,0.6763892485,6.1082420869,0.2631196128,-0.5255683577
-0.8557966194,0.3039668257,0.0713914480,-0.2738786087,-0.7046168731,3.3783518612,0.7405131547,3.2911364444,2.3712773106,2.7759329571
0.0404716692,-1.5490491883,1.0685746721,2.0203117715,2.6675384280,0.7239055599,2.8180605852,-1.9433383087,5.8333199748,3.7023917510
0.1847541986,-0.0656743991,4.1009085929,1.3910669793,2.8655733572,0.8907303684,-0.1611941098,1.8743412341,5.9664817226,4.1233936179
0.1015630315,0.1291595828,3.2113223278,2.0041072895,4.1246846239,5.2213335652,2.0546462822,0.9163332879,2.5624700415,2.6923064583
0.4919417678,0.3211608758,4.7625518964,4.7265231622,0.8049896277,0.1491039800,0.2293560687,3.4250022819,2.5400814857,-1.0300369965
0.2960599117,-0.1983591604,2.2117800485,-2.3230548504,0.8154584651,2.7827219457,0.0328747071,2.0882953721,9.6340483961,-0.7993122914
0.2680011918,-0.9330255695,-0.1820876841,-0.2674803032,1.9590793663,6.9495515409,2.1793240244,5.5644085156,3.0727625816,2.8747057058
0.1568041513,1.3948302095,1.7461387818,-0.4756230912,2.4135375159,0.6356333248,-0.0044113297,1.7832940031,5.6358284125,-0.2008921428
0.1584177418,0.5776019754,1.2189368822,2.2867758284,-0.3659291125,2.8516550651,0.5356749404,-0.9949533296,7.8242296998,3.5788827061
1.5995831150,0.7003118373,-1.3228446866,1.0137284232,0.1384562008,-0.2649459786,4.4515398667,7.7740880160,1.0292633422,2.5453663514
1.3333907173,0.8572662573,-0.8307244823,3.8078333676,-0.3751744408,2.0930278008,4.9004090224,-0.7828566345,2.0093032345,2.5311659693
0.9212816082,-0.2933753521,1.1890958227,1.3377617798,-1.7143879788,-1.2548744903,1.1166225509,-0.4852214732,4.6094028779,1.3519055892
-1.0237107221,-0.4090124900,-0.3522254595,1.0265579541,1.2289308673,2.0905437242,5.8477927428,1.4702906461,1.0943596157,3.1110451442
-0.3628954796,2.0744144804,-0.8265705785,0.4506785317,1.0167939289,3.2466965961,4.8559540834,3.9192268133,4.5186443417,0.6983797321
-1.1463734342,-0.3848151241,2.2529651636,4.5854729943,4.5274502719,-0.7779396804,1.5487051123,3.2182667279,6.1879289852,6.3688848868
0.6334941245,1.1240891000,1.5229015762,2.2002055624,4.4242667745,2.3369081203,6.4571609093,4.4163801484,2.9902039057,2.1571557112
0.0133955726,2.2003573104,3.4178424907,3.5526175619,3.2529178636,-1.3023255014,-2.5582885706,3.8200175004,7.5265197478,4.2164311500
-0.2203926815,2.6886355957,-1.2583772666,1.6310112911,2.9969275619,-1.2065035260,2.9362973919,2.6158667033,2.2019962653,6.3869916143
0.2781838612,6.3083729280,-0.1075102252,1.7667873885,0.6695118688,1.7480267793,3.1364897073,8.3478794867,2.4466357875,4.2822101758
0.1275884734,-0.3582133873,0.6765969888,3.3902404144,1.1807121334,1.7947781233,0.8324465354,1.7029136696,1.7485698221,7.3500006597
0.1128166265,0.5533672295,-0.0302412893,2.3379688509,4.1964838809,5.5381946254,7.6684697943,2.7075460332,0.1829946246,9.2617697101
0.3388286992,-0.1713034263,2.3787209916,1.6419099433,6.2189646819,-0.7705266109,4.5783633993,-0.0285537362,4.5773869816,5.1968560947
1.9469864530,1.1972426239,-0.1875522407,3.5436819691,2.3742632586,-0.5629363961,0.4989352181,0.6489102148,0.6047213407,6.1415710737
0.8133299059,3.1710637711,0.8282450708,2.4391686586,2.6261160509,2.5656361385,0.4634179099,5.7880756072,4.3994920330,2.8777367017
0.5389253921,-0.6597809539,2.7527737136,3.7057526220,-1.9109552276,-0.0884396461,-1.6868874439,9.6731129739,4.1251259344,2.3929573464
0.0046832825,0.2877060648,0.7669012212,4.5175888304,1.5666431633,5.7305797177,4.9503673881,3.8692901125,-1.1374961300,5.4490249612
0.0554120861,2.2472051736,2.3853932503,0.9725878157,9.7068462364,1.8835567340,3.7968306298,7.4358857196,2.6471942695,1.9914659369
0.4471149915,2.8139046647,3.1034652551,2.3342868401,1.0903061165,4.4015491361,-0.4489554962,2.5331620834,5.6169676677,3.4595440400
0.2215210658,-0.5447360748,0.8449267764,0.9619854411,0.3237250346,4.4255981407,3.4750433730,2.4536964460,0.5283048804,-0.1222023419
-0.2002592450,-0.3133241777,0.7686569412,-0.8719560051,-2.2457628629,7.3659619531,3.5432913857,-0.1322413277,3.7254850446,5.6517828041
0.9492038438,-1.4806596773,-0.8780092052,1.6843074306,2.3900590058,-0.1202085028,1.8080893610,5.8097822194,2.1918102073,5.2889702604
0.0359887696,1.4172374375,-0.5256702154,5.2043377543,0.4959197217,2.1912163122,0.2228307278,3.8109949858,4.7055187545,3.6945790002
1.6896901878,0.4508298637,2.2271847702,-0.3294113588,3.4056229990,5.4580307865,2.4366434549,1.8193301590,5.8717954494,4.2290924197
-1.3821286151,1.1205269499,0.1396925769,5.2423260743,0.3548236377,0.1366684182,1.0470203260,1.7247556199,2.8533476401,3.2099694527
-2.8067810950,3.1631763495,0.2730604125,-0.2227847004,0.5843509319,6.9716769144,4.2133083388,-0.7110564200,1.2306556787,3.2350694253
-0.1377983273,0.1557566887,4.5330490542,3.9753507098,2.9253737139,4.8181920562,0.7554157509,5.2286878333,0.1567355883,3.9724931300
0.4495037415,0.2784451784,1.8547907972,2.3457398455,-0.7658750444,2.4768550322,1.9002331592,2.9985815601,6.1642245682,8.6443291910
3.8251005201,0.0049579950,1.0948058705,-1.3240264950,1.0475888173,0.6866121113,1.5644574114,-1.0456728662,-0.2936796904,1.4736894607
0.3082481876,-1.0021162695,0.8322862129,6.0489078496,5.7555654005,2.2784328433,-0.3877731945,4.4678199763,0.0991995313,0.7210533176
0.3128887022,2.4808990588,-0.1905113401,3.5200746771,-0.5227665156,-0.7414784184,2.4647770476,4.3649388423,3.8075030828,1.5462340742
0.3989150263,1.4896846980,0.6459886043,1.3614647859,3.7393204942,2.0477728019,-2.1418055636,4.8276100295,3.4275293798,2.8503552524
0.3012661545,0.0393918836,4.7317930636,0.0754754835,-0.0959800335,3.3968318333,-0.2114029393,-1.0727438450,3.6839554819,2.0776593581
-0.5920967766,1.1124250908,6.8697759476,-0.2234329164,4.7816059076,3.9002429542,0.4818487312,1.2315646655,1.1633481864,1.7526463454
3.2711927365,0.0475486681,2.1987126340,1.0418997664,0.5708098586,1.5834754587,2.3522010928,0.0297148428,4.4884856331,4.6979732560
0.1738419475,1.0011762934,2.0237100580,-1.3664187923,1.1990344137,4.7689795560,1.7645687454,-0.8277868016,0.4354424323,4.4395218548
0.6458429629,-0.8225317135,4.8012166010,0.6188563112,2.3722217261,3.0730126584,2.2156095920,1.9102407532,1.1004093972,0.1828864714
0.1140813731,-0.3570951308,0.0625433679,0.4450308052,-0.1255754498,9.1194808593,1.4889188967,9.4801943313,2.3251090665,5.1121872171
0.8419356194,2.3221223785,0.8809628182,2.5568484725,2.3409494610,9.2864521786,0.4047935234,6.0500909245,3.9351496966,3.4835761804
-2.2747274456,1.0975211498,-0.3189738533,1.8249038622,4.9036615543,0.6962602752,2.4011271582,3.4125619518,0.3234187395,4.2155824852
0.2630772976,1.2758891023,-0.7039041465,-2.3299576274,2.7968795452,3.0995819873,0.0467909643,5.5609905970,-0.7807542852,0.5860641063
-0.1128204948,0.7550988147,2.8424568711,-1.6046908674,0.0041792008,1.0100691919,3.5942202863,4.5379502590,5.6347613224,4.3276191489
0.5286954028,3.0264104312,2.1429392944,1.8387830535,2.4345230988,-1.7336369837,2.0613690139,6.2629167297,3.5999809004,1.9669672159
-0.4281264986,-1.3021910053,-1.0488983840,2.2545543513,3.0117631468,0.7301472027,-0.2357367939,-1.3633624818,6.2734272646,-0.1381783797
0.1421969145,1.9783472373,1.4000125635,-0.9847825061,2.0746626211,3.8715843645,1.0976203043,-2.8603029500,1.1880128953,1.8356205598
0.6149402597,1.6151455177,1.2591218811,1.8147708745,1.2111099130,5.7099948865,0.6781785795,1.1139401831,2.3881027054,4.2093401675
-0.5505863486,-1.4117937672,-0.4566466277,-0.6172408262,-2.4551568892,2.5488063352,-0.8400676779,2.0281294710,2.4319335190,0.3230253732
-0.3528638113,-0.3306903205,0.5100900293,-0.7232035717,1.4261692700,2.1525870521,2.3096162465,4.2663154677,3.7365497421,11.0488449574
-0.0073378070,0.3340633005,0.9851921017,1.4296883051,3.4519243758,2.8930501573,7.9041256714,3.4200764859,1.3071743368,4.1742281517
-0.3315754141,2.0552318990,-0.2106867047,-0.4351493098,4.9890090851,-0.0367271116,4.6211552204,1.5267949707,0.6113517816,4.4226626753
0.7486613505,1.0734043077,-0.4395699717,1.6007328457,1.0969569082,0.5452060498,3.0422909911,5.0479423277,2.8832755304,3.2948824204
