temperature,N,cumulative_mean_exp_neg_sigma,ci_lower_2.5,ci_upper_97.5
4.0,1130,0.9491893055723957,0.833747018807769,1.0758336890837543
4.0,1140,0.9450500843287385,0.8308849728993157,1.0827661647692963
4.0,1150,0.9400638077962229,0.8164925347428109,1.0633406884816314
4.0,1160,0.9427560049165248,0.8304108449867571,1.066228136122451
4.0,1170,0.9410581199615367,0.8236397637040056,1.0761060636935678
4.0,1180,0.9375726761448424,0.8230023872760265,1.0664506824202868
4.0,1190,0.9382502624005264,0.8281229989696609,1.0595870507559966
4.0,1200,0.9344946363580214,0.8247427822930294,1.057927121472853
4.0,1210,0.9566281702767795,0.8406948329378405,1.0895579291242576
4.0,1220,0.9520162630447354,0.8387687452687435,1.0826212709146192
4.0,1230,0.9503649559739161,0.8296196714322707,1.076989769542031
4.0,1240,0.9477278512695052,0.8320712810314438,1.0668779907517196
